"InstallKey","ComponentSerial","ComponentCode","ComponentName","Criticality","LeadTimeFlightHours","TailNumber","ModelCode","BaseCode","BaseName","PositionNo","InstalledDate","Sorties","Landings","FlightHours","StressHours","IntervalFlightHours","IntervalStressHours","PctOfHourInterval","PctOfStressInterval","IsOverdueByHours","IsOverdueByStress","IsHiddenOverdue","StressPerFlightHour","RemainingStressHours","RemainingFlightHours","ProjectedFlightHoursToStressLimit","LastSortieDate"
"104","ROTOR-ASSY-00031","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-002","MRD-8X","HIGHLND","Highland Operations","2","7/24/2026 12:00:00 AM","32","51","50.1499","113.4683","150.0","150.0","33.43","75.65","0","0","0","2.2807","36.5317","99.8501","16.02","9/29/2026 12:00:00 AM"
"1009","MOTOR-ESC-00282","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-020","MRD-8X","HIGHLND","Highland Operations","4","6/12/2026 12:00:00 AM","41","73","68.5165","150.9835","200.0","200.0","34.26","75.49","0","0","0","2.2582","49.0165","131.4835","21.71","9/25/2026 12:00:00 AM"
"570","BATT-PACK-00126","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","2","6/18/2026 12:00:00 AM","50","98","76.2664","89.6408","120.0","120.0","63.56","74.70","0","0","0","1.0819","30.3592","43.7336","28.06","9/30/2026 12:00:00 AM"
"642","AIRDATA-00027","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","2/17/2026 12:00:00 AM","86","225","148.1166","293.8707","400.0","400.0","37.03","73.47","0","0","0","1.8671","106.1293","251.8834","56.84","9/30/2026 12:00:00 AM"
"934","LANDGEAR-00059","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","4/20/2026 12:00:00 AM","59","156","97.4333","183.5789","250.0","250.0","38.97","73.43","0","0","0","1.8879","66.4211","152.5667","35.18","9/28/2026 12:00:00 AM"
"269","BATT-PACK-00060","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","5/27/2026 12:00:00 AM","50","90","76.3669","86.1251","120.0","120.0","63.64","71.77","0","0","0","1.0800","33.8749","43.6331","31.37","9/30/2026 12:00:00 AM"
"489","MOTOR-ESC-00139","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","4","3/12/2026 12:00:00 AM","78","160","125.9167","143.1013","200.0","200.0","62.96","71.55","0","0","0","1.0768","56.8987","74.0833","52.84","9/30/2026 12:00:00 AM"
"599","ROTOR-ASSY-00216","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","3","5/23/2026 12:00:00 AM","61","120","92.0997","106.9351","150.0","150.0","61.40","71.29","0","0","0","1.0819","43.0649","57.9003","39.80","9/30/2026 12:00:00 AM"
"405","AIRDATA-00017","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","9/20/2025 12:00:00 AM","155","321","239.3335","284.7875","400.0","400.0","59.83","71.20","0","0","0","1.1930","115.2125","160.6665","96.57","9/25/2026 12:00:00 AM"
"1256","MOTOR-ESC-00348","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-025","MRD-8X","HIGHLND","Highland Operations","3","6/2/2026 12:00:00 AM","36","66","65.2001","140.2106","200.0","200.0","32.60","70.11","0","0","0","2.1718","59.7894","134.7999","27.53","9/26/2026 12:00:00 AM"
"274","BATT-PACK-00065","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","2","5/28/2026 12:00:00 AM","49","89","74.2502","83.9884","120.0","120.0","61.88","69.99","0","0","0","1.0800","36.0116","45.7498","33.34","9/30/2026 12:00:00 AM"
"1237","GIMBAL-00064","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-025","MRD-8X","HIGHLND","Highland Operations","1","4/27/2026 12:00:00 AM","55","101","95.2002","208.2579","300.0","300.0","31.73","69.42","0","0","0","2.1718","91.7421","204.7998","42.24","9/26/2026 12:00:00 AM"
"197","ROTOR-ASSY-00070","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","3","5/19/2026 12:00:00 AM","58","117","90.7831","103.4833","150.0","150.0","60.52","68.99","0","0","0","1.1001","46.5167","59.2169","42.28","9/30/2026 12:00:00 AM"
"116","ROTOR-ASSY-00043","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-002","MRD-8X","HIGHLND","Highland Operations","4","7/29/2026 12:00:00 AM","29","47","45.2499","102.6564","150.0","150.0","30.17","68.44","0","0","0","2.2807","47.3436","104.7501","20.76","9/29/2026 12:00:00 AM"
"759","BATT-PACK-00166","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-016","MRD-6L","PORT","Port Logistics Hub","1","7/11/2026 12:00:00 AM","26","70","43.4668","81.7112","120.0","120.0","36.22","68.09","0","0","0","1.9188","38.2888","76.5332","19.95","9/30/2026 12:00:00 AM"
"1404","ROTOR-ASSY-00508","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-028","MRD-8X","ACADEMY","Training Academy","3","4/27/2026 12:00:00 AM","56","409","55.9166","99.4043","150.0","150.0","37.28","66.27","0","0","0","1.7297","50.5957","94.0834","29.25","9/26/2026 12:00:00 AM"
"423","LANDGEAR-00028","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","3/3/2026 12:00:00 AM","84","157","137.5337","165.4274","250.0","250.0","55.01","66.17","0","0","0","1.1930","84.5726","112.4663","70.89","9/25/2026 12:00:00 AM"
"1439","MOTOR-ESC-00400","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-029","MRD-12H","COASTAL","Coastal Survey Base","4","3/28/2026 12:00:00 AM","76","157","111.7332","132.1469","200.0","200.0","55.87","66.07","0","0","0","1.1733","67.8531","88.2668","57.83","9/30/2026 12:00:00 AM"
"957","ROTOR-ASSY-00337","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","7/10/2026 12:00:00 AM","33","90","53.0499","98.9016","150.0","150.0","35.37","65.93","0","0","0","1.8879","51.0984","96.9501","27.07","9/28/2026 12:00:00 AM"
"864","GIMBAL-00046","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","4/13/2026 12:00:00 AM","54","108","89.3336","195.8584","300.0","300.0","29.78","65.29","0","0","0","2.1969","104.1416","210.6664","47.40","9/30/2026 12:00:00 AM"
"719","MOTOR-ESC-00195","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","6/29/2026 12:00:00 AM","37","72","65.3167","127.5546","200.0","200.0","32.66","63.78","0","0","0","1.9216","72.4454","134.6833","37.70","9/29/2026 12:00:00 AM"
"323","LANDGEAR-00021","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","2/16/2026 12:00:00 AM","86","658","87.6998","159.1562","250.0","250.0","35.08","63.66","0","0","0","1.7137","90.8438","162.3002","53.01","9/26/2026 12:00:00 AM"
"1536","ROTOR-ASSY-00549","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","5/18/2026 12:00:00 AM","58","108","86.7165","95.4646","150.0","150.0","57.81","63.64","0","0","0","1.1562","54.5354","63.2835","47.17","9/28/2026 12:00:00 AM"
"1213","ROTOR-ASSY-00436","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-024","MRD-8X","COASTAL","Coastal Survey Base","3","5/5/2026 12:00:00 AM","54","109","85.4835","95.0369","150.0","150.0","56.99","63.36","0","0","0","1.0798","54.9631","64.5165","50.90","9/30/2026 12:00:00 AM"
"1499","ROTOR-ASSY-00541","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-030","MRD-8X","PORT","Port Logistics Hub","3","7/30/2026 12:00:00 AM","28","89","47.6334","94.1488","150.0","150.0","31.76","62.77","0","0","0","1.9627","55.8512","102.3666","28.46","9/30/2026 12:00:00 AM"
"1114","AIRDATA-00046","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-023","MRD-6L","COASTAL","Coastal Survey Base","1","10/28/2025 12:00:00 AM","133","282","196.6833","239.1140","400.0","400.0","49.17","59.78","0","0","0","1.2827","160.8860","203.3167","125.43","9/29/2026 12:00:00 AM"
"751","ROTOR-ASSY-00273","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-015","MRD-12H","PORT","Port Logistics Hub","4","7/24/2026 12:00:00 AM","27","56","45.9001","88.3690","150.0","150.0","30.60","58.91","0","0","0","1.9216","61.6310","104.0999","32.07","9/29/2026 12:00:00 AM"
"483","MOTOR-ESC-00133","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","2","4/16/2026 12:00:00 AM","66","123","108.6001","117.7490","200.0","200.0","54.30","58.87","0","0","0","1.0768","82.2510","91.3999","76.38","9/30/2026 12:00:00 AM"
"486","MOTOR-ESC-00136","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","3","4/16/2026 12:00:00 AM","66","123","108.6001","117.7490","200.0","200.0","54.30","58.87","0","0","0","1.0768","82.2510","91.3999","76.38","9/30/2026 12:00:00 AM"
"256","ROTOR-ASSY-00093","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-005","MRD-8X","PORT","Port Logistics Hub","3","7/14/2026 12:00:00 AM","29","72","46.5332","87.9927","150.0","150.0","31.02","58.66","0","0","0","1.9127","62.0073","103.4668","32.42","9/29/2026 12:00:00 AM"
"1164","AIRDATA-00048","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-024","MRD-8X","COASTAL","Coastal Survey Base","1","11/6/2025 12:00:00 AM","134","271","204.6839","231.5158","400.0","400.0","51.17","57.88","0","0","0","1.0798","168.4842","195.3161","156.03","9/30/2026 12:00:00 AM"
"1052","MOTOR-ESC-00292","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-021","MRD-8X","ACADEMY","Training Academy","4","4/27/2026 12:00:00 AM","63","481","62.3004","114.8080","200.0","200.0","31.15","57.40","0","0","0","1.9149","85.1920","137.6996","44.49","9/28/2026 12:00:00 AM"
"1323","AIRDATA-00055","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-027","MRD-8X","HIGHLND","Highland Operations","1","4/21/2026 12:00:00 AM","66","110","112.7832","229.4611","400.0","400.0","28.20","57.37","0","0","0","1.9080","170.5389","287.2168","89.38","9/30/2026 12:00:00 AM"
"81","MOTOR-ESC-00018","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-002","MRD-8X","HIGHLND","Highland Operations","1","7/24/2026 12:00:00 AM","32","51","50.1499","113.4683","200.0","200.0","25.07","56.73","0","0","0","2.2807","86.5317","149.8501","37.94","9/29/2026 12:00:00 AM"
"89","MOTOR-ESC-00026","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-002","MRD-8X","HIGHLND","Highland Operations","3","7/24/2026 12:00:00 AM","32","51","50.1499","113.4683","200.0","200.0","25.07","56.73","0","0","0","2.2807","86.5317","149.8501","37.94","9/29/2026 12:00:00 AM"
"1067","AIRDATA-00044","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","1","12/4/2025 12:00:00 AM","125","298","181.9003","224.5887","400.0","400.0","45.48","56.15","0","0","0","1.2703","175.4113","218.0997","138.09","9/30/2026 12:00:00 AM"
"909","ROTOR-ASSY-00331","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","7/23/2026 12:00:00 AM","24","45","37.6333","84.1187","150.0","150.0","25.09","56.08","0","0","0","2.1969","65.8813","112.3667","29.99","9/30/2026 12:00:00 AM"
"1311","ROTOR-ASSY-00469","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-026","MRD-8X","ACADEMY","Training Academy","1","5/29/2026 12:00:00 AM","44","383","42.2336","83.9673","150.0","150.0","28.16","55.98","0","0","0","1.9301","66.0327","107.7664","34.21","9/28/2026 12:00:00 AM"
"1218","ROTOR-ASSY-00441","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-024","MRD-8X","COASTAL","Coastal Survey Base","4","5/14/2026 12:00:00 AM","48","99","73.9835","83.3369","150.0","150.0","49.32","55.56","0","0","0","1.0798","66.6631","76.0165","61.74","9/30/2026 12:00:00 AM"
"44","ROTOR-ASSY-00010","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-001","MRD-8X","PORT","Port Logistics Hub","2","8/1/2026 12:00:00 AM","23","47","39.6002","83.1817","150.0","150.0","26.40","55.45","0","0","0","2.0638","66.8183","110.3998","32.38","9/29/2026 12:00:00 AM"
"110","ROTOR-ASSY-00037","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-002","MRD-8X","HIGHLND","Highland Operations","3","8/8/2026 12:00:00 AM","23","38","36.0166","82.8922","150.0","150.0","24.01","55.26","0","0","0","2.2807","67.1078","113.9834","29.42","9/29/2026 12:00:00 AM"
"1529","MOTOR-ESC-00423","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","3","4/21/2026 12:00:00 AM","67","126","100.2499","109.8859","200.0","200.0","50.12","54.94","0","0","0","1.1562","90.1141","99.7501","77.94","9/28/2026 12:00:00 AM"
"1130","LANDGEAR-00072","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-023","MRD-6L","COASTAL","Coastal Survey Base","1","3/13/2026 12:00:00 AM","76","155","112.5664","137.1854","250.0","250.0","45.03","54.87","0","0","0","1.2827","112.8146","137.4336","87.95","9/29/2026 12:00:00 AM"
"321","GIMBAL-00018","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","2/11/2026 12:00:00 AM","88","671","89.7665","162.8509","300.0","300.0","29.92","54.28","0","0","0","1.7137","137.1491","210.2335","80.03","9/26/2026 12:00:00 AM"
"342","ROTOR-ASSY-00126","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-007","MRD-12H","ACADEMY","Training Academy","3","6/13/2026 12:00:00 AM","43","325","45.2999","81.0685","150.0","150.0","30.20","54.05","0","0","0","1.7137","68.9315","104.7001","40.22","9/26/2026 12:00:00 AM"
"730","MOTOR-ESC-00206","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","4","7/9/2026 12:00:00 AM","32","65","55.1001","106.2168","200.0","200.0","27.55","53.11","0","0","0","1.9216","93.7832","144.8999","48.80","9/29/2026 12:00:00 AM"
"1490","ROTOR-ASSY-00532","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-030","MRD-8X","PORT","Port Logistics Hub","1","8/13/2026 12:00:00 AM","23","68","40.1500","79.2297","150.0","150.0","26.77","52.82","0","0","0","1.9627","70.7703","109.8500","36.06","9/30/2026 12:00:00 AM"
"361","GIMBAL-00021","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","6/4/2026 12:00:00 AM","45","90","72.5831","157.1948","300.0","300.0","24.19","52.40","0","0","0","2.3105","142.8052","227.4169","61.81","9/28/2026 12:00:00 AM"
"930","GIMBAL-00049","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","5/15/2026 12:00:00 AM","51","140","82.9833","156.3248","300.0","300.0","27.66","52.11","0","0","0","1.8879","143.6752","217.0167","76.10","9/28/2026 12:00:00 AM"
"1286","AIRDATA-00053","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-026","MRD-8X","ACADEMY","Training Academy","1","12/24/2025 12:00:00 AM","112","892","110.4004","207.9696","400.0","400.0","27.60","51.99","0","0","0","1.9301","192.0304","289.5996","99.49","9/28/2026 12:00:00 AM"
"664","MOTOR-ESC-00181","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","7/1/2026 12:00:00 AM","34","99","55.2167","103.8553","200.0","200.0","27.61","51.93","0","0","0","1.8671","96.1447","144.7833","51.49","9/30/2026 12:00:00 AM"
"70","BATT-PACK-00026","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-002","MRD-8X","HIGHLND","Highland Operations","2","8/20/2026 12:00:00 AM","16","26","26.8333","62.2549","120.0","120.0","22.36","51.88","0","0","0","2.2807","57.7451","93.1667","25.32","9/29/2026 12:00:00 AM"
"1517","GIMBAL-00078","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-031","MRD-8X","COASTAL","Coastal Survey Base","1","2/26/2026 12:00:00 AM","88","167","131.4333","153.9164","300.0","300.0","43.81","51.31","0","0","0","1.1562","146.0836","168.5667","126.35","9/28/2026 12:00:00 AM"
"508","AIRDATA-00022","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","5/1/2026 12:00:00 AM","55","103","93.8999","204.5203","400.0","400.0","23.47","51.13","0","0","0","2.1761","195.4797","306.1001","89.83","9/29/2026 12:00:00 AM"
"702","BATT-PACK-00154","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","8/14/2026 12:00:00 AM","19","36","31.2168","60.6107","120.0","120.0","26.01","50.51","0","0","0","1.9216","59.3893","88.7832","30.91","9/29/2026 12:00:00 AM"
"1385","GIMBAL-00070","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-028","MRD-8X","ACADEMY","Training Academy","1","2/9/2026 12:00:00 AM","83","636","81.4333","149.3716","300.0","300.0","27.14","49.79","0","0","0","1.7297","150.6284","218.5667","87.08","9/26/2026 12:00:00 AM"
"1125","BATT-PACK-00248","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-023","MRD-6L","COASTAL","Coastal Survey Base","2","7/8/2026 12:00:00 AM","32","68","47.2666","59.7020","120.0","120.0","39.39","49.75","0","0","0","1.2827","60.2980","72.7334","47.01","9/29/2026 12:00:00 AM"
"459","ROTOR-ASSY-00170","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","4","6/15/2026 12:00:00 AM","38","63","64.2502","74.2229","150.0","150.0","42.83","49.48","0","0","0","1.1930","75.7771","85.7498","63.52","9/25/2026 12:00:00 AM"
"951","MOTOR-ESC-00266","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","7/10/2026 12:00:00 AM","33","90","53.0499","98.9016","200.0","200.0","26.52","49.45","0","0","0","1.8879","101.0984","146.9501","53.55","9/28/2026 12:00:00 AM"
"471","BATT-PACK-00105","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","2","7/10/2026 12:00:00 AM","34","56","55.0667","58.8562","120.0","120.0","45.89","49.05","0","0","0","1.0768","61.1438","64.9333","56.78","9/30/2026 12:00:00 AM"
"1290","BATT-PACK-00277","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-026","MRD-8X","ACADEMY","Training Academy","1","7/2/2026 12:00:00 AM","31","263","30.1503","58.7842","120.0","120.0","25.13","48.99","0","0","0","1.9301","61.2158","89.8497","31.72","9/28/2026 12:00:00 AM"
"1039","GIMBAL-00054","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-021","MRD-8X","ACADEMY","Training Academy","1","3/6/2026 12:00:00 AM","80","618","79.5171","146.9675","300.0","300.0","26.51","48.99","0","0","0","1.9149","153.0325","220.4829","79.92","9/28/2026 12:00:00 AM"
"427","MOTOR-ESC-00114","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","5/15/2026 12:00:00 AM","50","82","83.9502","97.7941","200.0","200.0","41.98","48.90","0","0","0","1.1930","102.2059","116.0498","85.67","9/25/2026 12:00:00 AM"
"1375","ROTOR-ASSY-00499","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-027","MRD-8X","HIGHLND","Highland Operations","4","8/13/2026 12:00:00 AM","22","37","34.6833","73.0850","150.0","150.0","23.12","48.72","0","0","0","1.9080","76.9150","115.3167","40.31","9/30/2026 12:00:00 AM"
"565","BATT-PACK-00121","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","7/27/2026 12:00:00 AM","33","60","52.3163","58.3210","120.0","120.0","43.60","48.60","0","0","0","1.0819","61.6790","67.6837","57.01","9/30/2026 12:00:00 AM"
"1078","BATT-PACK-00237","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-022","MRD-6L","COASTAL","Coastal Survey Base","2","7/1/2026 12:00:00 AM","33","73","46.3670","58.0599","120.0","120.0","38.64","48.38","0","0","0","1.2703","61.9401","73.6330","48.76","9/30/2026 12:00:00 AM"
"1458","AIRDATA-00060","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-030","MRD-8X","PORT","Port Logistics Hub","1","5/25/2026 12:00:00 AM","52","154","93.2499","190.7085","400.0","400.0","23.31","47.68","0","0","0","1.9627","209.2915","306.7501","106.63","9/30/2026 12:00:00 AM"
"1387","LANDGEAR-00087","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-028","MRD-8X","ACADEMY","Training Academy","1","3/30/2026 12:00:00 AM","66","500","65.0500","118.6729","250.0","250.0","26.02","47.47","0","0","0","1.7297","131.3271","184.9500","75.92","9/26/2026 12:00:00 AM"
"157","AIRDATA-00008","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-004","MRD-12H","COASTAL","Coastal Survey Base","1","1/6/2026 12:00:00 AM","107","221","164.4330","188.2434","400.0","400.0","41.11","47.06","0","0","0","1.1001","211.7566","235.5670","192.49","9/30/2026 12:00:00 AM"
"1251","MOTOR-ESC-00343","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-025","MRD-8X","HIGHLND","Highland Operations","2","7/14/2026 12:00:00 AM","24","45","42.5001","93.2501","200.0","200.0","21.25","46.63","0","0","0","2.1718","106.7499","157.4999","49.15","9/26/2026 12:00:00 AM"
"1182","LANDGEAR-00075","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-024","MRD-8X","COASTAL","Coastal Survey Base","1","4/7/2026 12:00:00 AM","66","138","104.2335","116.0964","250.0","250.0","41.69","46.44","0","0","0","1.0798","133.9036","145.7665","124.01","9/30/2026 12:00:00 AM"
"1401","ROTOR-ASSY-00505","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-028","MRD-8X","ACADEMY","Training Academy","2","6/16/2026 12:00:00 AM","40","279","38.6999","68.8874","150.0","150.0","25.80","45.92","0","0","0","1.7297","81.1126","111.3001","46.89","9/26/2026 12:00:00 AM"
"501","ROTOR-ASSY-00182","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","3","6/25/2026 12:00:00 AM","40","68","64.3167","68.8716","150.0","150.0","42.88","45.91","0","0","0","1.0768","81.1284","85.6833","75.34","9/30/2026 12:00:00 AM"
"1451","ROTOR-ASSY-00523","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-029","MRD-12H","COASTAL","Coastal Survey Base","3","6/20/2026 12:00:00 AM","43","94","59.1834","68.2844","150.0","150.0","39.46","45.52","0","0","0","1.1733","81.7156","90.8166","69.65","9/30/2026 12:00:00 AM"
"1443","ROTOR-ASSY-00515","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-029","MRD-12H","COASTAL","Coastal Survey Base","1","6/20/2026 12:00:00 AM","43","94","59.1834","68.2844","150.0","150.0","39.46","45.52","0","0","0","1.1733","81.7156","90.8166","69.65","9/30/2026 12:00:00 AM"
"264","AIRDATA-00012","AIRDATA","Air data and pitot module","MissionCritical","6.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","1/6/2026 12:00:00 AM","101","201","155.8503","180.8085","400.0","400.0","38.96","45.20","0","0","0","1.0800","219.1915","244.1497","202.96","9/30/2026 12:00:00 AM"
"1266","ROTOR-ASSY-00447","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-025","MRD-8X","HIGHLND","Highland Operations","1","7/29/2026 12:00:00 AM","17","28","28.9833","66.1686","150.0","150.0","19.32","44.11","0","0","0","2.1718","83.8314","121.0167","38.60","9/26/2026 12:00:00 AM"
"1284","ROTOR-ASSY-00465","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-025","MRD-8X","HIGHLND","Highland Operations","4","7/29/2026 12:00:00 AM","17","28","28.9833","66.1686","150.0","150.0","19.32","44.11","0","0","0","2.1718","83.8314","121.0167","38.60","9/26/2026 12:00:00 AM"
"1346","MOTOR-ESC-00369","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-027","MRD-8X","HIGHLND","Highland Operations","2","8/1/2026 12:00:00 AM","27","45","44.1333","87.5642","200.0","200.0","22.07","43.78","0","0","0","1.9080","112.4358","155.8667","58.93","9/30/2026 12:00:00 AM"
"868","LANDGEAR-00055","LANDGEAR","Landing gear assembly","Degraded","4.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","7/2/2026 12:00:00 AM","31","54","49.5001","109.4235","250.0","250.0","19.80","43.77","0","0","0","2.1969","140.5765","200.4999","63.99","9/30/2026 12:00:00 AM"
"345","ROTOR-ASSY-00129","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-007","MRD-12H","ACADEMY","Training Academy","4","7/4/2026 12:00:00 AM","35","256","37.2500","65.5828","150.0","150.0","24.83","43.72","0","0","0","1.7137","84.4172","112.7500","49.26","9/26/2026 12:00:00 AM"
"712","GIMBAL-00038","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","6/29/2026 12:00:00 AM","37","72","65.3167","127.5546","300.0","300.0","21.77","42.52","0","0","0","1.9216","172.4454","234.6833","89.74","9/29/2026 12:00:00 AM"
"1134","MOTOR-ESC-00308","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-023","MRD-6L","COASTAL","Coastal Survey Base","1","5/26/2026 12:00:00 AM","47","107","66.9831","84.4239","200.0","200.0","33.49","42.21","0","0","0","1.2827","115.5761","133.0169","90.10","9/29/2026 12:00:00 AM"
"73","GIMBAL-00007","GIMBAL","Payload gimbal","MissionCritical","24.0","MU-002","MRD-8X","HIGHLND","Highland Operations","1","7/21/2026 12:00:00 AM","34","54","54.4832","123.6101","300.0","300.0","18.16","41.20","0","0","0","2.2807","176.3899","245.5168","77.34","9/29/2026 12:00:00 AM"
"505","ROTOR-ASSY-00186","ROTOR-ASSY","Rotor assembly and bearing","FlightCritical","18.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","4","7/7/2026 12:00:00 AM","36","60","57.5501","61.4196","150.0","150.0","38.37","40.95","0","0","0","1.0768","88.5804","92.4499","82.26","9/30/2026 12:00:00 AM"
