"InstallKey","ComponentSerial","ComponentCode","ComponentName","Criticality","LeadTimeFlightHours","TailNumber","ModelCode","BaseCode","BaseName","PositionNo","InstalledDate","RemovedDate","RemovalReason","DaysFitted","Sorties","Landings","FlightHours","StressHours","StressRatio","IntervalFlightHours","IntervalStressHours","WeibullShape","PctOfHourInterval","PctOfStressInterval","IsFailure","IsCensored","EventType","DowntimeHours"
"619","MOTOR-ESC-00168","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","7/27/2024 12:00:00 AM","6/3/2025 12:00:00 AM","Scheduled","311","118","227","200.7165","446.9425","2.2267","200.0","200.0","2.10","100.36","223.47","0","1","Scheduled","6.5"
"620","MOTOR-ESC-00169","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","6/3/2025 12:00:00 AM","1/14/2026 12:00:00 AM","AirframeRetired","225","86","168","143.1837","287.8629","2.0104","200.0","200.0","2.10","71.59","143.93","0","1","Inspection","5.2"
"621","MOTOR-ESC-00170","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","2","7/27/2024 12:00:00 AM","6/3/2025 12:00:00 AM","Scheduled","311","118","227","200.7165","446.9425","2.2267","200.0","200.0","2.10","100.36","223.47","0","1","Scheduled","4.4"
"622","MOTOR-ESC-00171","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","2","6/3/2025 12:00:00 AM","10/24/2025 12:00:00 AM","Failure","143","53","104","91.0503","176.0636","1.9337","200.0","200.0","2.10","45.53","88.03","1","0","Unscheduled","23.3"
"623","MOTOR-ESC-00172","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","2","10/24/2025 12:00:00 AM","1/14/2026 12:00:00 AM","AirframeRetired","82","33","64","52.1334","111.7993","2.1445","200.0","200.0","2.10","26.07","55.90","0","1","Inspection","4.2"
"624","MOTOR-ESC-00173","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","3","7/27/2024 12:00:00 AM","6/3/2025 12:00:00 AM","Scheduled","311","118","227","200.7165","446.9425","2.2267","200.0","200.0","2.10","100.36","223.47","0","1","Scheduled","5.1"
"625","MOTOR-ESC-00174","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","3","6/3/2025 12:00:00 AM","1/14/2026 12:00:00 AM","AirframeRetired","225","86","168","143.1837","287.8629","2.0104","200.0","200.0","2.10","71.59","143.93","0","1","Inspection","3.4"
"626","MOTOR-ESC-00175","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","4","7/27/2024 12:00:00 AM","11/19/2024 12:00:00 AM","Failure","115","43","79","76.7500","174.7804","2.2773","200.0","200.0","2.10","38.38","87.39","1","0","Unscheduled","20.5"
"627","MOTOR-ESC-00176","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","4","11/19/2024 12:00:00 AM","10/7/2025 12:00:00 AM","Scheduled","322","120","240","200.1835","422.5704","2.1109","200.0","200.0","2.10","100.09","211.29","0","1","Scheduled","6.9"
"628","MOTOR-ESC-00177","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-013","MRD-8X","HIGHLND","Highland Operations","4","10/7/2025 12:00:00 AM","1/14/2026 12:00:00 AM","AirframeRetired","99","41","76","66.9667","137.4546","2.0526","200.0","200.0","2.10","33.48","68.73","0","1","Inspection","2.9"
"661","MOTOR-ESC-00178","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","6/5/2024 12:00:00 AM","4/28/2025 12:00:00 AM","Scheduled","327","117","300","200.4503","418.8240","2.0894","200.0","200.0","2.10","100.23","209.41","0","1","Scheduled","5.9"
"662","MOTOR-ESC-00179","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","4/28/2025 12:00:00 AM","2/18/2026 12:00:00 AM","Scheduled","296","123","328","201.0171","402.3006","2.0013","200.0","200.0","2.10","100.51","201.15","0","1","Scheduled","2.8"
"663","MOTOR-ESC-00180","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","1","2/18/2026 12:00:00 AM","7/1/2026 12:00:00 AM","Failure","133","51","119","91.5999","187.8556","2.0508","200.0","200.0","2.10","45.80","93.93","1","0","Unscheduled","15.8"
"665","MOTOR-ESC-00182","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","2","6/5/2024 12:00:00 AM","4/28/2025 12:00:00 AM","Scheduled","327","117","300","200.4503","418.8240","2.0894","200.0","200.0","2.10","100.23","209.41","0","1","Scheduled","2.7"
"666","MOTOR-ESC-00183","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","2","4/28/2025 12:00:00 AM","12/1/2025 12:00:00 AM","Failure","217","90","240","143.1336","289.7566","2.0244","200.0","200.0","2.10","71.57","144.88","1","0","Unscheduled","20.7"
"667","MOTOR-ESC-00184","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","2","12/1/2025 12:00:00 AM","9/18/2026 12:00:00 AM","Scheduled","291","115","299","200.6834","399.6652","1.9915","200.0","200.0","2.10","100.34","199.83","0","1","Scheduled","5.4"
"669","MOTOR-ESC-00186","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","3","6/5/2024 12:00:00 AM","3/31/2025 12:00:00 AM","Failure","299","105","263","182.7001","384.3218","2.1036","200.0","200.0","2.10","91.35","192.16","1","0","Unscheduled","12.8"
"670","MOTOR-ESC-00187","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","3","3/31/2025 12:00:00 AM","1/10/2026 12:00:00 AM","Scheduled","285","124","328","200.6673","402.6102","2.0064","200.0","200.0","2.10","100.33","201.31","0","1","Scheduled","8.1"
"672","MOTOR-ESC-00189","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","4","6/5/2024 12:00:00 AM","4/28/2025 12:00:00 AM","Scheduled","327","117","300","200.4503","418.8240","2.0894","200.0","200.0","2.10","100.23","209.41","0","1","Scheduled","7.9"
"673","MOTOR-ESC-00190","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-014","MRD-6L","PORT","Port Logistics Hub","4","4/28/2025 12:00:00 AM","2/18/2026 12:00:00 AM","Scheduled","296","123","328","201.0171","402.3006","2.0013","200.0","200.0","2.10","100.51","201.15","0","1","Scheduled","7.6"
"716","MOTOR-ESC-00192","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","7/21/2024 12:00:00 AM","2/19/2025 12:00:00 AM","Failure","213","98","247","173.6496","344.2108","1.9822","200.0","200.0","2.10","86.82","172.11","1","0","Unscheduled","18.8"
"717","MOTOR-ESC-00193","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","2/19/2025 12:00:00 AM","9/24/2025 12:00:00 AM","Failure","217","82","212","141.0173","278.6711","1.9761","200.0","200.0","2.10","70.51","139.34","1","0","Unscheduled","23.8"
"718","MOTOR-ESC-00194","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","1","9/24/2025 12:00:00 AM","6/29/2026 12:00:00 AM","Scheduled","278","107","231","200.8831","400.5623","1.9940","200.0","200.0","2.10","100.44","200.28","0","1","Scheduled","4.6"
"720","MOTOR-ESC-00196","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","2","7/21/2024 12:00:00 AM","4/8/2025 12:00:00 AM","Scheduled","261","114","298","202.0332","398.0550","1.9702","200.0","200.0","2.10","101.02","199.03","0","1","Scheduled","5.3"
"721","MOTOR-ESC-00197","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","2","4/8/2025 12:00:00 AM","1/21/2026 12:00:00 AM","Scheduled","288","113","259","201.2503","404.5845","2.0104","200.0","200.0","2.10","100.63","202.29","0","1","Scheduled","8.3"
"723","MOTOR-ESC-00199","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","3","7/21/2024 12:00:00 AM","10/7/2024 12:00:00 AM","Failure","78","42","118","70.1166","133.5782","1.9051","200.0","200.0","2.10","35.06","66.79","1","0","Unscheduled","10.5"
"724","MOTOR-ESC-00200","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","3","10/7/2024 12:00:00 AM","7/26/2025 12:00:00 AM","Scheduled","292","112","272","201.1500","405.8202","2.0175","200.0","200.0","2.10","100.58","202.91","0","1","Scheduled","7.1"
"725","MOTOR-ESC-00201","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","3","7/26/2025 12:00:00 AM","5/1/2026 12:00:00 AM","Scheduled","279","111","260","201.2167","396.8866","1.9724","200.0","200.0","2.10","100.61","198.44","0","1","Scheduled","5.5"
"727","MOTOR-ESC-00203","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","4","7/21/2024 12:00:00 AM","4/8/2025 12:00:00 AM","Scheduled","261","114","298","202.0332","398.0550","1.9702","200.0","200.0","2.10","101.02","199.03","0","1","Scheduled","4.2"
"728","MOTOR-ESC-00204","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","4","4/8/2025 12:00:00 AM","1/21/2026 12:00:00 AM","Scheduled","288","113","259","201.2503","404.5845","2.0104","200.0","200.0","2.10","100.63","202.29","0","1","Scheduled","6.0"
"729","MOTOR-ESC-00205","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-015","MRD-12H","PORT","Port Logistics Hub","4","1/21/2026 12:00:00 AM","7/9/2026 12:00:00 AM","Failure","169","65","140","122.4831","242.1425","1.9769","200.0","200.0","2.10","61.24","121.07","1","0","Unscheduled","21.8"
"772","MOTOR-ESC-00207","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","1","4/17/2024 12:00:00 AM","1/13/2025 12:00:00 AM","Scheduled","271","117","312","201.9667","402.8275","1.9945","200.0","200.0","2.10","100.98","201.41","0","1","Scheduled","6.6"
"773","MOTOR-ESC-00208","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","1","1/13/2025 12:00:00 AM","11/29/2025 12:00:00 AM","Scheduled","320","114","271","200.6837","406.5917","2.0260","200.0","200.0","2.10","100.34","203.30","0","1","Scheduled","6.1"
"774","MOTOR-ESC-00209","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","1","11/29/2025 12:00:00 AM","2/14/2026 12:00:00 AM","Failure","77","38","88","60.6833","122.2928","2.0153","200.0","200.0","2.10","30.34","61.15","1","0","Unscheduled","20.8"
"776","MOTOR-ESC-00211","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","2","4/17/2024 12:00:00 AM","1/13/2025 12:00:00 AM","Scheduled","271","117","312","201.9667","402.8275","1.9945","200.0","200.0","2.10","100.98","201.41","0","1","Scheduled","2.9"
"777","MOTOR-ESC-00212","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","2","1/13/2025 12:00:00 AM","11/29/2025 12:00:00 AM","Scheduled","320","114","271","200.6837","406.5917","2.0260","200.0","200.0","2.10","100.34","203.30","0","1","Scheduled","4.0"
"778","MOTOR-ESC-00213","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","2","11/29/2025 12:00:00 AM","8/24/2026 12:00:00 AM","Scheduled","268","115","274","200.8166","402.8333","2.0060","200.0","200.0","2.10","100.41","201.42","0","1","Scheduled","6.9"
"780","MOTOR-ESC-00215","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","3","4/17/2024 12:00:00 AM","11/4/2024 12:00:00 AM","Failure","201","90","238","154.2167","303.7794","1.9698","200.0","200.0","2.10","77.11","151.89","1","0","Unscheduled","21.6"
"781","MOTOR-ESC-00216","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","3","11/4/2024 12:00:00 AM","7/24/2025 12:00:00 AM","Failure","262","89","217","159.4167","328.2056","2.0588","200.0","200.0","2.10","79.71","164.10","1","0","Unscheduled","11.3"
"782","MOTOR-ESC-00217","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","3","7/24/2025 12:00:00 AM","3/9/2026 12:00:00 AM","Failure","228","97","233","162.4169","326.3279","2.0092","200.0","200.0","2.10","81.21","163.16","1","0","Unscheduled","19.5"
"784","MOTOR-ESC-00219","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","4/17/2024 12:00:00 AM","11/9/2024 12:00:00 AM","Failure","206","93","243","160.2000","315.7879","1.9712","200.0","200.0","2.10","80.10","157.89","1","0","Unscheduled","24.1"
"785","MOTOR-ESC-00220","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","11/9/2024 12:00:00 AM","5/29/2025 12:00:00 AM","Failure","201","69","167","125.2333","261.2205","2.0859","200.0","200.0","2.10","62.62","130.61","1","0","Unscheduled","12.3"
"786","MOTOR-ESC-00221","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-016","MRD-6L","PORT","Port Logistics Hub","4","5/29/2025 12:00:00 AM","3/20/2026 12:00:00 AM","Scheduled","295","120","294","201.2837","401.3700","1.9941","200.0","200.0","2.10","100.64","200.69","0","1","Scheduled","4.3"
"825","MOTOR-ESC-00223","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","7/30/2024 12:00:00 AM","5/13/2025 12:00:00 AM","Failure","287","107","236","162.6168","185.8488","1.1429","200.0","200.0","2.10","81.31","92.92","1","0","Unscheduled","8.9"
"826","MOTOR-ESC-00224","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","5/13/2025 12:00:00 AM","3/14/2026 12:00:00 AM","Scheduled","305","129","280","200.1831","220.3563","1.1008","200.0","200.0","2.10","100.09","110.18","0","1","Scheduled","4.5"
"827","MOTOR-ESC-00225","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","1","3/14/2026 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","16","7","17","11.7834","14.3103","1.2144","200.0","200.0","2.10","5.89","7.16","0","1","Inspection","3.4"
"828","MOTOR-ESC-00226","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","2","7/30/2024 12:00:00 AM","7/16/2025 12:00:00 AM","Scheduled","351","130","281","200.1168","226.2584","1.1306","200.0","200.0","2.10","100.06","113.13","0","1","Scheduled","7.8"
"829","MOTOR-ESC-00227","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","2","7/16/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","257","113","252","174.4665","194.2570","1.1134","200.0","200.0","2.10","87.23","97.13","0","1","Inspection","4.5"
"830","MOTOR-ESC-00228","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","3","7/30/2024 12:00:00 AM","5/28/2025 12:00:00 AM","Failure","302","114","248","175.8668","199.7450","1.1358","200.0","200.0","2.10","87.93","99.87","1","0","Unscheduled","15.9"
"831","MOTOR-ESC-00229","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","3","5/28/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","306","129","285","198.7165","220.7704","1.1110","200.0","200.0","2.10","99.36","110.39","0","1","Inspection","6.5"
"832","MOTOR-ESC-00230","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","4","7/30/2024 12:00:00 AM","7/16/2025 12:00:00 AM","Scheduled","351","130","281","200.1168","226.2584","1.1306","200.0","200.0","2.10","100.06","113.13","0","1","Scheduled","8.4"
"833","MOTOR-ESC-00231","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-017","MRD-12H","COASTAL","Coastal Survey Base","4","7/16/2025 12:00:00 AM","3/30/2026 12:00:00 AM","AirframeRetired","257","113","252","174.4665","194.2570","1.1134","200.0","200.0","2.10","87.23","97.13","0","1","Inspection","4.7"
"869","MOTOR-ESC-00232","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","2/13/2024 12:00:00 AM","10/17/2024 12:00:00 AM","Failure","247","103","180","177.3164","383.6057","2.1634","200.0","200.0","2.10","88.66","191.80","1","0","Unscheduled","14.5"
"870","MOTOR-ESC-00233","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","10/17/2024 12:00:00 AM","9/4/2025 12:00:00 AM","Scheduled","322","118","227","200.2495","431.1157","2.1529","200.0","200.0","2.10","100.12","215.56","0","1","Scheduled","4.5"
"871","MOTOR-ESC-00234","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","1","9/4/2025 12:00:00 AM","7/31/2026 12:00:00 AM","Scheduled","330","118","211","201.2174","435.5458","2.1646","200.0","200.0","2.10","100.61","217.77","0","1","Scheduled","5.9"
"873","MOTOR-ESC-00236","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","2/13/2024 12:00:00 AM","6/8/2024 12:00:00 AM","Failure","116","60","96","102.9998","217.9860","2.1164","200.0","200.0","2.10","51.50","108.99","1","0","Unscheduled","10.7"
"874","MOTOR-ESC-00237","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","6/8/2024 12:00:00 AM","5/1/2025 12:00:00 AM","Scheduled","327","116","230","201.9330","440.4216","2.1810","200.0","200.0","2.10","100.97","220.21","0","1","Scheduled","5.3"
"875","MOTOR-ESC-00238","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","2","5/1/2025 12:00:00 AM","3/16/2026 12:00:00 AM","Scheduled","319","119","209","200.3167","436.0700","2.1769","200.0","200.0","2.10","100.16","218.04","0","1","Scheduled","3.3"
"877","MOTOR-ESC-00240","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","2/13/2024 12:00:00 AM","11/27/2024 12:00:00 AM","Scheduled","288","116","208","201.2497","434.7297","2.1602","200.0","200.0","2.10","100.62","217.36","0","1","Scheduled","6.8"
"878","MOTOR-ESC-00241","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","11/27/2024 12:00:00 AM","1/24/2025 12:00:00 AM","Failure","58","22","41","38.2333","85.7276","2.2422","200.0","200.0","2.10","19.12","42.86","1","0","Unscheduled","14.5"
"879","MOTOR-ESC-00242","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","1/24/2025 12:00:00 AM","10/18/2025 12:00:00 AM","Failure","267","102","188","170.5829","362.7171","2.1263","200.0","200.0","2.10","85.29","181.36","1","0","Unscheduled","11.6"
"880","MOTOR-ESC-00243","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","3","10/18/2025 12:00:00 AM","3/27/2026 12:00:00 AM","Failure","160","60","105","102.8337","226.0294","2.1980","200.0","200.0","2.10","51.42","113.01","1","0","Unscheduled","23.0"
"882","MOTOR-ESC-00245","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","2/13/2024 12:00:00 AM","11/27/2024 12:00:00 AM","Scheduled","288","116","208","201.2497","434.7297","2.1602","200.0","200.0","2.10","100.62","217.36","0","1","Scheduled","3.3"
"883","MOTOR-ESC-00246","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","11/27/2024 12:00:00 AM","3/29/2025 12:00:00 AM","Failure","122","48","95","84.0831","181.5632","2.1593","200.0","200.0","2.10","42.04","90.78","1","0","Unscheduled","15.4"
"884","MOTOR-ESC-00247","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","3/29/2025 12:00:00 AM","2/18/2026 12:00:00 AM","Scheduled","326","120","214","200.6168","437.8576","2.1826","200.0","200.0","2.10","100.31","218.93","0","1","Scheduled","7.3"
"885","MOTOR-ESC-00248","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-018","MRD-12H","HIGHLND","Highland Operations","4","2/18/2026 12:00:00 AM","5/18/2026 12:00:00 AM","Failure","89","31","58","52.9835","110.2792","2.0814","200.0","200.0","2.10","26.49","55.14","1","0","Unscheduled","26.3"
"935","MOTOR-ESC-00250","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","1/12/2024 12:00:00 AM","11/12/2024 12:00:00 AM","Scheduled","305","118","338","201.7999","402.3526","1.9938","200.0","200.0","2.10","100.90","201.18","0","1","Scheduled","8.3"
"936","MOTOR-ESC-00251","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","11/12/2024 12:00:00 AM","8/26/2025 12:00:00 AM","Scheduled","287","117","306","200.5499","400.3738","1.9964","200.0","200.0","2.10","100.27","200.19","0","1","Scheduled","4.0"
"937","MOTOR-ESC-00252","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","1","8/26/2025 12:00:00 AM","5/23/2026 12:00:00 AM","Scheduled","270","115","305","201.1998","407.1967","2.0238","200.0","200.0","2.10","100.60","203.60","0","1","Scheduled","4.2"
"939","MOTOR-ESC-00254","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","1/12/2024 12:00:00 AM","11/12/2024 12:00:00 AM","Scheduled","305","118","338","201.7999","402.3526","1.9938","200.0","200.0","2.10","100.90","201.18","0","1","Scheduled","4.8"
"940","MOTOR-ESC-00255","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","11/12/2024 12:00:00 AM","8/26/2025 12:00:00 AM","Scheduled","287","117","306","200.5499","400.3738","1.9964","200.0","200.0","2.10","100.27","200.19","0","1","Scheduled","5.3"
"941","MOTOR-ESC-00256","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","2","8/26/2025 12:00:00 AM","5/23/2026 12:00:00 AM","Scheduled","270","115","305","201.1998","407.1967","2.0238","200.0","200.0","2.10","100.60","203.60","0","1","Scheduled","4.3"
"943","MOTOR-ESC-00258","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","1/12/2024 12:00:00 AM","11/12/2024 12:00:00 AM","Scheduled","305","118","338","201.7999","402.3526","1.9938","200.0","200.0","2.10","100.90","201.18","0","1","Scheduled","3.8"
"944","MOTOR-ESC-00259","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","11/12/2024 12:00:00 AM","8/26/2025 12:00:00 AM","Failure","287","117","306","200.5499","400.3738","1.9964","200.0","200.0","2.10","100.27","200.19","1","0","Unscheduled","20.4"
"945","MOTOR-ESC-00260","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","3","8/26/2025 12:00:00 AM","4/8/2026 12:00:00 AM","Failure","225","98","267","170.6999","349.4107","2.0469","200.0","200.0","2.10","85.35","174.71","1","0","Unscheduled","19.1"
"947","MOTOR-ESC-00262","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","1/12/2024 12:00:00 AM","11/12/2024 12:00:00 AM","Scheduled","305","118","338","201.7999","402.3526","1.9938","200.0","200.0","2.10","100.90","201.18","0","1","Scheduled","5.0"
"948","MOTOR-ESC-00263","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","11/12/2024 12:00:00 AM","4/12/2025 12:00:00 AM","Failure","151","62","151","109.5001","224.7886","2.0529","200.0","200.0","2.10","54.75","112.39","1","0","Unscheduled","13.9"
"949","MOTOR-ESC-00264","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","4/12/2025 12:00:00 AM","1/6/2026 12:00:00 AM","Failure","269","113","322","194.1832","384.8299","1.9818","200.0","200.0","2.10","97.09","192.41","1","0","Unscheduled","20.7"
"950","MOTOR-ESC-00265","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-019","MRD-8X","PORT","Port Logistics Hub","4","1/6/2026 12:00:00 AM","7/10/2026 12:00:00 AM","Failure","185","74","187","126.0831","253.4385","2.0101","200.0","200.0","2.10","63.04","126.72","1","0","Unscheduled","24.3"
"994","MOTOR-ESC-00267","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","4/18/2024 12:00:00 AM","9/2/2024 12:00:00 AM","Failure","137","54","87","89.4165","199.1740","2.2275","200.0","200.0","2.10","44.71","99.59","1","0","Unscheduled","13.7"
"995","MOTOR-ESC-00268","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","9/2/2024 12:00:00 AM","1/31/2025 12:00:00 AM","Failure","151","54","91","93.9834","206.0916","2.1929","200.0","200.0","2.10","46.99","103.05","1","0","Unscheduled","17.3"
"996","MOTOR-ESC-00269","MOTOR-ESC","Motor and speed controller","FlightCritical","12.0","MU-020","MRD-8X","HIGHLND","Highland Operations","1","1/31/2025 12:00:00 AM","11/15/2025 12:00:00 AM","Failure","288","98","189","171.0501","358.0528","2.0933","200.0","200.0","2.10","85.53","179.03","1","0","Unscheduled","26.2"
