"InvoiceNo","CustomerID","CustomerName","Segment","Region","SalesRep","RiskTier","CreditLimit","CollectorID","CollectorName","Team","TermsCode","NetDays","DiscountPct","InvoiceDate","DueDate","InvoiceAmount","PaidToDate","DiscountToDate","CreditMemoToDate","WriteOffToDate","OpenBalance","OverAppliedAmount","IsOpen","IsPastDue","DaysPastDue","BucketKey","BucketName","RiskWeight","IsDisputedOpen","DisputeReason"
"INV-028862","C0095","Stonegate Fabrication","OEM Manufacturer","West","Owen Price","Low","600000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-04","2026-02-02","14661.36","0.00","0.00","0.00","0.00","14661.36","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028863","C0100","Stonegate University Facilities - Southeast","Institutional","Southeast","Dana Whitfield","Low","215000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-12-04","2026-03-04","1248.96","0.00","0.00","0.00","0.00","1248.96","0.00","1","0","-63","1","Current","0.00","0",""
"INV-028864","C0108","Cedar Ridge Construction - Southeast","Contractor","Southeast","Luis Moreno","Medium","135000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-04","2026-01-03","1891.84","0.00","0.00","0.00","0.00","1891.84","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028866","C0111","Harbor Manufacturing","OEM Manufacturer","West","Owen Price","Medium","405000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-04","2026-01-18","12247.66","0.00","0.00","0.00","0.00","12247.66","0.00","1","0","-18","1","Current","0.00","0",""
"INV-028868","C0119","Titan Builders","Contractor","Northeast","Nadia Farouk","Medium","105000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-12-04","2026-01-03","822.98","0.00","0.00","0.00","0.00","822.98","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028869","C0122","Frontier Fabrication - Northeast","OEM Manufacturer","Northeast","Adrian Cole","Low","435000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-04","2026-01-18","4945.51","0.00","0.00","0.00","0.00","4945.51","0.00","1","0","-18","1","Current","0.00","1","Pricing"
"INV-028871","C0128","Summit Builders","Contractor","Southwest","Kevin Ames","Low","125000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-04","2026-02-02","7014.90","0.00","0.00","0.00","0.00","7014.90","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028872","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-04","2026-02-02","3707.55","0.00","0.00","0.00","0.00","3707.55","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028873","C0136","Crestview Industrial Supply - West","MRO Reseller","West","Maya Brennan","High","65000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-04","2026-01-03","1323.40","0.00","0.00","0.00","0.00","1323.40","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028874","C0150","Northfield Industries","OEM Manufacturer","Midwest","Hana Sato","Low","425000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-04","2026-01-18","2050.15","0.00","0.00","0.00","0.00","2050.15","0.00","1","0","-18","1","Current","0.00","1","PO Mismatch"
"INV-028875","C0151","Riverbend MRO Services - Northeast 3","MRO Reseller","Northeast","Adrian Cole","Low","120000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-04","2026-01-03","831.71","0.00","0.00","0.00","0.00","831.71","0.00","1","0","-3","1","Current","0.00","1","Short Shipment"
"INV-028876","C0153","Redline Water Authority","Institutional","Southeast","Luis Moreno","Low","200000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-12-04","2026-03-04","2695.57","0.00","0.00","0.00","0.00","2695.57","0.00","1","0","-63","1","Current","0.00","0",""
"INV-028877","C0158","Frontier Mechanical","Contractor","Southeast","Dana Whitfield","High","100000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-04","2026-01-03","4750.15","0.00","0.00","0.00","0.00","4750.15","0.00","1","0","-3","1","Current","0.00","1","PO Mismatch"
"INV-028878","C0163","Keystone Fabrication","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","600000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-04","2026-02-02","2614.07","0.00","0.00","0.00","0.00","2614.07","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028879","C0194","Riverbend Mechanical - Southeast","Contractor","Southeast","Dana Whitfield","Medium","150000.00","COL-01","Priya Natarajan","Strategic Accounts","NET30","30","0.00","2025-12-04","2026-01-03","1261.87","0.00","0.00","0.00","0.00","1261.87","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028880","C0195","Redline Manufacturing","OEM Manufacturer","Southwest","Kevin Ames","Medium","360000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-04","2026-02-02","1630.92","0.00","0.00","0.00","0.00","1630.92","0.00","1","0","-33","1","Current","0.00","1","Pricing"
"INV-028881","C0198","Titan Maintenance Supply - Northeast","MRO Reseller","Northeast","Adrian Cole","Low","60000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-04","2026-01-03","3470.23","0.00","0.00","0.00","0.00","3470.23","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028882","C0207","Stonegate Mechanical","Contractor","Southwest","Kevin Ames","Medium","75000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-12-04","2026-01-03","2260.32","0.00","0.00","0.00","0.00","2260.32","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028883","C0214","Bluewater Industries - Midwest 3","OEM Manufacturer","Midwest","Hana Sato","Low","275000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-04","2026-02-02","9164.00","0.00","0.00","0.00","0.00","9164.00","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028884","C0216","Bluewater Construction - West","Contractor","West","Maya Brennan","Medium","40000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-04","2026-02-02","815.05","0.00","0.00","0.00","0.00","815.05","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028885","C0219","Titan Construction - Southwest 3","Contractor","Southwest","Rosa Delgado","Low","115000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-04","2026-02-02","1668.50","0.00","0.00","0.00","0.00","1668.50","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028886","C0227","Cedar Ridge County Facilities","Institutional","West","Owen Price","Low","80000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-04","2026-02-02","4502.15","0.00","0.00","0.00","0.00","4502.15","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028889","C0248","Lakeshore Contracting - Midwest","Contractor","Midwest","Ben Kowalczyk","Medium","120000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-04","2026-01-03","4157.87","0.00","0.00","0.00","0.00","4157.87","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028890","C0255","Riverbend Fabrication","OEM Manufacturer","Southwest","Rosa Delgado","Low","245000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-04","2026-02-02","4056.71","0.00","0.00","0.00","0.00","4056.71","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028891","C0258","Riverbend Contracting - Midwest","Contractor","Midwest","Ben Kowalczyk","Low","30000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-04","2026-01-03","2837.15","0.00","0.00","0.00","0.00","2837.15","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028894","C0291","Redline Contracting","Contractor","Southeast","Luis Moreno","Low","75000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-04","2026-01-03","6573.51","0.00","0.00","0.00","0.00","6573.51","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028895","C0298","Cedar Ridge Contracting - Northeast","Contractor","Northeast","Nadia Farouk","Low","150000.00","COL-01","Priya Natarajan","Strategic Accounts","NET30","30","0.00","2025-12-04","2026-01-03","3342.53","0.00","0.00","0.00","0.00","3342.53","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028896","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-12-04","2026-01-03","1243.19","0.00","0.00","0.00","0.00","1243.19","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028898","C0316","Bluewater Parts & Service - Midwest 3","MRO Reseller","Midwest","Hana Sato","Medium","75000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-04","2026-01-03","543.17","0.00","0.00","0.00","0.00","543.17","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028899","C0317","Apex Industrial Supply","MRO Reseller","West","Owen Price","Low","100000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-04","2026-01-03","2088.49","0.00","0.00","0.00","0.00","2088.49","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028900","C0329","Northfield School District - Midwest","Institutional","Midwest","Hana Sato","Low","230000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-12-04","2026-03-04","9405.24","0.00","0.00","0.00","0.00","9405.24","0.00","1","0","-63","1","Current","0.00","0",""
"INV-028901","C0332","Bluewater Parts & Service - Southwest 4","MRO Reseller","Southwest","Rosa Delgado","Medium","65000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-04","2026-01-03","2518.83","0.00","0.00","0.00","0.00","2518.83","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028902","C0344","Granite Supply Co. - West","MRO Reseller","West","Maya Brennan","Low","115000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-04","2026-01-03","1742.96","0.00","0.00","0.00","0.00","1742.96","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028903","C0346","Frontier Supply Co.","MRO Reseller","Northeast","Nadia Farouk","Low","55000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-04","2026-01-03","4574.45","0.00","0.00","0.00","0.00","4574.45","0.00","1","0","-3","1","Current","0.00","0",""
"INV-028904","C0359","Stonegate Fabrication - West","OEM Manufacturer","West","Maya Brennan","High","380000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-04","2026-02-02","5520.61","0.00","0.00","0.00","0.00","5520.61","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028905","C0374","Bluewater University Facilities - West","Institutional","West","Maya Brennan","Low","135000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-04","2026-02-02","2747.63","0.00","0.00","0.00","0.00","2747.63","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028906","C0382","Summit Machine Works","OEM Manufacturer","Southwest","Kevin Ames","Low","240000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-04","2026-02-02","4375.29","0.00","0.00","0.00","0.00","4375.29","0.00","1","0","-33","1","Current","0.00","0",""
"INV-028907","C0001","Silverline MRO Services","MRO Reseller","Northeast","Adrian Cole","Medium","120000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","453.63","0.00","0.00","0.00","0.00","453.63","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028908","C0014","Riverbend MRO Services","MRO Reseller","Southwest","Rosa Delgado","Medium","105000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","3430.50","0.00","0.00","0.00","0.00","3430.50","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028910","C0026","Northfield Components","OEM Manufacturer","Northeast","Nadia Farouk","Low","550000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","5579.04","0.00","0.00","0.00","0.00","5579.04","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028911","C0038","Summit Fabrication","OEM Manufacturer","Northeast","Adrian Cole","High","430000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","1695.94","0.00","0.00","0.00","0.00","1695.94","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028912","C0043","Bluewater Construction","Contractor","Northeast","Nadia Farouk","Low","90000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-05","2026-01-04","1396.46","0.00","0.00","0.00","0.00","1396.46","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028913","C0050","Redline University Facilities","Institutional","Southeast","Luis Moreno","Low","195000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","1325.79","0.00","0.00","0.00","0.00","1325.79","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028914","C0056","Northfield Components - Southwest","OEM Manufacturer","Southwest","Kevin Ames","Medium","240000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","9711.92","0.00","0.00","0.00","0.00","9711.92","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028915","C0066","Summit Industries","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","385000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","8652.14","0.00","0.00","0.00","0.00","8652.14","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028916","C0070","Riverbend Parts & Service","MRO Reseller","West","Owen Price","Low","45000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","1185.68","0.00","0.00","0.00","0.00","1185.68","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028917","C0076","Cedar Ridge Construction","Contractor","West","Maya Brennan","Low","110000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","4231.99","0.00","0.00","0.00","0.00","4231.99","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028918","C0079","Cedar Ridge Machine Works","OEM Manufacturer","West","Owen Price","Low","555000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","1675.42","0.00","0.00","0.00","0.00","1675.42","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028921","C0087","Riverbend Maintenance Supply","MRO Reseller","Southeast","Dana Whitfield","Medium","95000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","494.47","0.00","0.00","0.00","0.00","494.47","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028922","C0088","Westbrook Builders - West","Contractor","West","Maya Brennan","High","145000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","7514.29","0.00","0.00","0.00","0.00","7514.29","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028924","C0094","Bluewater Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","535000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","6846.02","0.00","0.00","0.00","0.00","6846.02","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028925","C0095","Stonegate Fabrication","OEM Manufacturer","West","Owen Price","Low","600000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","14194.11","0.00","0.00","0.00","0.00","14194.11","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028926","C0104","Granite Industrial Supply","MRO Reseller","Midwest","Ben Kowalczyk","Low","105000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","2019.82","0.00","0.00","0.00","0.00","2019.82","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028927","C0106","Cedar Ridge Industrial Supply - Midwest","MRO Reseller","Midwest","Ben Kowalczyk","Low","35000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","4073.48","0.00","0.00","0.00","0.00","4073.48","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028928","C0110","Riverbend Maintenance Supply - Northeast","MRO Reseller","Northeast","Adrian Cole","Low","105000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-05","2026-01-04","458.59","0.00","0.00","0.00","0.00","458.59","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028930","C0124","Riverbend MRO Services - West","MRO Reseller","West","Owen Price","High","110000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","681.52","0.00","0.00","0.00","0.00","681.52","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028931","C0133","Oakmont Construction","Contractor","Midwest","Hana Sato","Medium","115000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-05","2026-01-04","2500.40","0.00","0.00","0.00","0.00","2500.40","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028932","C0139","Harbor Machine Works","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","570000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","13799.03","0.00","0.00","0.00","0.00","13799.03","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028933","C0143","Northfield Parts & Service","MRO Reseller","Southwest","Kevin Ames","Medium","105000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","467.42","0.00","0.00","0.00","0.00","467.42","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028934","C0144","Frontier Electric","Contractor","Northeast","Nadia Farouk","Medium","110000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-05","2026-01-04","3557.92","0.00","0.00","0.00","0.00","3557.92","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028935","C0147","Apex Manufacturing - Northeast","OEM Manufacturer","Northeast","Nadia Farouk","Low","455000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","1843.62","0.00","0.00","0.00","0.00","1843.62","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028936","C0157","Crestview School District - Southwest","Institutional","Southwest","Kevin Ames","Low","85000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","1945.84","0.00","0.00","0.00","0.00","1945.84","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028937","C0158","Frontier Mechanical","Contractor","Southeast","Dana Whitfield","High","100000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-05","2026-01-04","1411.60","0.00","0.00","0.00","0.00","1411.60","0.00","1","0","-4","1","Current","0.00","1","PO Mismatch"
"INV-028939","C0162","Stonegate Builders","Contractor","Southwest","Kevin Ames","Medium","55000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","800.28","0.00","0.00","0.00","0.00","800.28","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028940","C0163","Keystone Fabrication","OEM Manufacturer","Midwest","Ben Kowalczyk","Medium","600000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","1903.21","0.00","0.00","0.00","0.00","1903.21","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028941","C0170","Titan Industries","OEM Manufacturer","Northeast","Adrian Cole","Low","580000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","13776.34","0.00","0.00","0.00","0.00","13776.34","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028942","C0182","Lakeshore Parts & Service","MRO Reseller","Midwest","Hana Sato","Medium","50000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","4456.98","0.00","0.00","0.00","0.00","4456.98","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028943","C0183","Oakmont Maintenance Supply","MRO Reseller","West","Maya Brennan","High","100000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","578.45","0.00","0.00","0.00","0.00","578.45","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028944","C0190","Harbor Fabrication","OEM Manufacturer","West","Owen Price","Medium","580000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","6057.04","0.00","0.00","0.00","0.00","6057.04","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028945","C0192","Keystone MRO Services","MRO Reseller","Midwest","Hana Sato","Medium","65000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","631.13","0.00","0.00","0.00","0.00","631.13","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028946","C0201","Titan Machine Works","OEM Manufacturer","Southwest","Kevin Ames","Low","525000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","8496.43","0.00","0.00","0.00","0.00","8496.43","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028947","C0203","Redline Industrial Supply - Southwest","MRO Reseller","Southwest","Kevin Ames","Low","120000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","1069.02","0.00","0.00","0.00","0.00","1069.02","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028948","C0204","Cedar Ridge Builders","Contractor","West","Owen Price","Low","50000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","5909.20","0.00","0.00","0.00","0.00","5909.20","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028949","C0205","Northfield Builders - Northeast","Contractor","Northeast","Nadia Farouk","Medium","130000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-05","2026-01-04","6446.17","0.00","0.00","0.00","0.00","6446.17","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028950","C0219","Titan Construction - Southwest 3","Contractor","Southwest","Rosa Delgado","Low","115000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","6156.01","0.00","0.00","0.00","0.00","6156.01","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028951","C0225","Titan Parts & Service","MRO Reseller","Midwest","Ben Kowalczyk","High","50000.00","COL-06","Sam Horowitz","Small Business","2/10NET30","30","2.00","2025-12-05","2026-01-04","467.07","0.00","0.00","0.00","0.00","467.07","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028952","C0235","Riverbend Electric - Southeast","Contractor","Southeast","Luis Moreno","Medium","145000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-12-05","2026-01-04","1689.89","0.00","0.00","0.00","0.00","1689.89","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028954","C0239","Northfield Supply Co. - Northeast","MRO Reseller","Northeast","Adrian Cole","Low","75000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-05","2026-01-04","3139.35","0.00","0.00","0.00","0.00","3139.35","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028955","C0241","Lakeshore Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","185000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","17138.97","0.00","0.00","0.00","0.00","17138.97","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028956","C0245","Ironbridge Industrial Supply - West","MRO Reseller","West","Owen Price","High","85000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-05","2026-01-04","450.20","0.00","0.00","0.00","0.00","450.20","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028957","C0264","Crestview Electric - Midwest","Contractor","Midwest","Hana Sato","Low","65000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-12-05","2026-01-04","5532.92","0.00","0.00","0.00","0.00","5532.92","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028958","C0276","Oakmont Builders - West 3","Contractor","West","Owen Price","Medium","60000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","1378.80","0.00","0.00","0.00","0.00","1378.80","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028959","C0280","Apex Mechanical - West","Contractor","West","Maya Brennan","Medium","120000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","1046.83","0.00","0.00","0.00","0.00","1046.83","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028960","C0292","Cedar Ridge Maintenance Supply","MRO Reseller","Southeast","Luis Moreno","Medium","85000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","533.56","0.00","0.00","0.00","0.00","533.56","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028961","C0294","Titan Components","OEM Manufacturer","Northeast","Adrian Cole","Low","215000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","7010.91","0.00","0.00","0.00","0.00","7010.91","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028962","C0309","Frontier Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","250000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","8226.78","0.00","0.00","0.00","0.00","8226.78","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028963","C0315","Lakeshore Parts & Service - Northeast","MRO Reseller","Northeast","Nadia Farouk","Medium","40000.00","COL-05","Grace Lindqvist","Small Business","2/10NET30","30","2.00","2025-12-05","2026-01-04","4694.28","0.00","0.00","0.00","0.00","4694.28","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028964","C0316","Bluewater Parts & Service - Midwest 3","MRO Reseller","Midwest","Hana Sato","Medium","75000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","2043.91","0.00","0.00","0.00","0.00","2043.91","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028965","C0326","Pioneer Manufacturing","OEM Manufacturer","Northeast","Adrian Cole","Low","315000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","1640.81","0.00","0.00","0.00","0.00","1640.81","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028966","C0334","Titan Fabrication - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","330000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-12-05","2026-02-03","9922.24","0.00","0.00","0.00","0.00","9922.24","0.00","1","0","-34","1","Current","0.00","1","PO Mismatch"
"INV-028967","C0336","Summit Contracting - Southwest 3","Contractor","Southwest","Rosa Delgado","Low","95000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-12-05","2026-02-03","6735.84","0.00","0.00","0.00","0.00","6735.84","0.00","1","0","-34","1","Current","0.00","0",""
"INV-028968","C0337","Keystone Manufacturing","OEM Manufacturer","Northeast","Nadia Farouk","Low","540000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","2601.65","0.00","0.00","0.00","0.00","2601.65","0.00","1","0","-19","1","Current","0.00","0",""
"INV-028969","C0344","Granite Supply Co. - West","MRO Reseller","West","Maya Brennan","Low","115000.00","COL-06","Sam Horowitz","Small Business","NET30","30","0.00","2025-12-05","2026-01-04","2690.81","0.00","0.00","0.00","0.00","2690.81","0.00","1","0","-4","1","Current","0.00","0",""
"INV-028970","C0350","Crestview Industries","OEM Manufacturer","West","Owen Price","Low","335000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-12-05","2026-01-19","3869.20","0.00","0.00","0.00","0.00","3869.20","0.00","1","0","-19","1","Current","0.00","0",""
