"RequirementID","Title","ReqType","Priority","SubsystemCode","SubsystemName","Criticality","MinTestLevel","RequiresIndependentTester","TotalCases","CasesWithRuns","PassingCases","BlockedCases","LastPassBuild","LastGoodBuild","PassingButUnderLevelled","PassingButSelfVerified","HasEvidence","MeetsPolicy","StaleByCode","StaleByRequirement","IsCurrent","VerificationState","InterveningBuilds","AsOfBuild"
"REQ-0271","The system shall provide power management behaviour case 271","Functional","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0272","The payload shall inhibit release when power management behaviour case 272","Safety","MustShip","PWR-MGMT","Power Management","Mission","HIL","1","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0273","The interface shall exchange, without loss, power management behaviour case 273","Interface","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0274","The subsystem shall complete, within budget, flight control interface behaviour case 274","Performance","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","2","2","2","0","54","54","1","0","1","1","1","1","0","Stale - requirement changed","22","88"
"REQ-0275","The interface shall exchange, without loss, payload release mechanism behaviour case 275","Interface","Nice","REL-MECH","Payload Release Mechanism","Safety","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0276","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 276","Interface","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","4","4","4","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0277","The subsystem shall complete, within budget, power management behaviour case 277","Performance","MustShip","PWR-MGMT","Power Management","Mission","HIL","0","4","4","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0278","The system shall record, for certification, flight control interface behaviour case 278","Regulatory","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","Field","1","4","4","4","0","70","49","2","0","1","1","1","0","0","Stale - subsystem changed","24","88"
"REQ-0279","The system shall provide ground control software behaviour case 279","Functional","Nice","GND-CTRL","Ground Control Software","Support","Integration","0","4","4","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0280","The payload shall inhibit release when flight control interface behaviour case 280","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","4","4","3","0","63","63","0","0","1","1","1","0","0","Stale - subsystem changed","18","88"
"REQ-0281","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 281","Interface","Nice","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","3","3","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0282","The system shall provide ground control software behaviour case 282","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0283","The subsystem shall complete, within budget, payload release mechanism behaviour case 283","Performance","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","0","4","4","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0284","The subsystem shall complete, within budget, payload release mechanism behaviour case 284","Performance","Nice","REL-MECH","Payload Release Mechanism","Safety","HIL","0","1","1","1","0","68","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0285","The subsystem shall complete, within budget, power management behaviour case 285","Performance","ShouldShip","PWR-MGMT","Power Management","Mission","HIL","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0286","The payload shall inhibit release when navigation & sensor fusion behaviour case 286","Safety","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","1","3","3","3","0","88","","3","1","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0287","The interface shall exchange, without loss, payload release mechanism behaviour case 287","Interface","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","3","3","2","0","69","69","0","0","1","1","1","1","0","Stale - requirement changed","14","88"
"REQ-0288","The interface shall exchange, without loss, payload release mechanism behaviour case 288","Interface","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","4","4","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0289","The system shall record, for certification, flight control interface behaviour case 289","Regulatory","MustShip","FLT-CTRL","Flight Control Interface","Safety","Field","1","4","4","3","0","88","88","1","1","1","1","0","0","1","Current","0","88"
"REQ-0290","The system shall record, for certification, structural interface behaviour case 290","Regulatory","ShouldShip","STRUCT-I","Structural Interface","Safety","Field","1","4","4","4","0","88","70","3","0","1","1","1","0","0","Stale - subsystem changed","2","88"
"REQ-0291","The subsystem shall complete, within budget, structural interface behaviour case 291","Performance","MustShip","STRUCT-I","Structural Interface","Safety","HIL","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0292","The system shall provide navigation & sensor fusion behaviour case 292","Functional","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0293","The interface shall exchange, without loss, ground control software behaviour case 293","Interface","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","1","1","1","0","50","50","0","0","1","1","1","0","0","Stale - subsystem changed","7","88"
"REQ-0294","The subsystem shall complete, within budget, flight control interface behaviour case 294","Performance","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0295","The system shall record, for certification, power management behaviour case 295","Regulatory","MustShip","PWR-MGMT","Power Management","Mission","Field","1","4","4","4","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0296","The subsystem shall complete, within budget, power management behaviour case 296","Performance","MustShip","PWR-MGMT","Power Management","Mission","HIL","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0297","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 297","Interface","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","1","1","1","0","33","33","0","0","1","1","1","0","0","Stale - subsystem changed","12","88"
"REQ-0298","The system shall provide payload release mechanism behaviour case 298","Functional","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","4","4","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0299","The system shall provide ground control software behaviour case 299","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","3","0","88","","3","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0300","The payload shall inhibit release when flight control interface behaviour case 300","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","3","3","2","0","55","55","0","1","1","1","1","0","0","Stale - subsystem changed","22","88"
"REQ-0301","The payload shall inhibit release when structural interface behaviour case 301","Safety","MustShip","STRUCT-I","Structural Interface","Safety","HIL","1","2","2","1","0","88","","1","1","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0302","The interface shall exchange, without loss, power management behaviour case 302","Interface","Nice","PWR-MGMT","Power Management","Mission","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0303","The subsystem shall complete, within budget, command & telemetry link behaviour case 303","Performance","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","3","3","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0304","The subsystem shall complete, within budget, navigation & sensor fusion behaviour case 304","Performance","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0305","The interface shall exchange, without loss, diagnostics & logging behaviour case 305","Interface","Nice","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0306","The system shall provide flight control interface behaviour case 306","Functional","MustShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0307","The subsystem shall complete, within budget, power management behaviour case 307","Performance","Nice","PWR-MGMT","Power Management","Mission","HIL","0","3","3","3","0","88","","3","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0308","The system shall record, for certification, flight control interface behaviour case 308","Regulatory","MustShip","FLT-CTRL","Flight Control Interface","Safety","Field","1","4","4","4","0","45","33","2","0","1","1","1","0","0","Stale - subsystem changed","32","88"
"REQ-0309","The payload shall inhibit release when flight control interface behaviour case 309","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","4","4","3","1","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0310","The system shall provide power management behaviour case 310","Functional","Nice","PWR-MGMT","Power Management","Mission","Integration","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0311","The system shall provide ground control software behaviour case 311","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","1","1","0","0","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0312","The system shall record, for certification, payload release mechanism behaviour case 312","Regulatory","MustShip","REL-MECH","Payload Release Mechanism","Safety","Field","1","4","4","3","1","88","88","2","1","1","1","0","0","1","Current","0","88"
"REQ-0313","The interface shall exchange, without loss, diagnostics & logging behaviour case 313","Interface","Nice","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","4","0","88","","4","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0314","The system shall provide command & telemetry link behaviour case 314","Functional","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0315","The payload shall inhibit release when payload release mechanism behaviour case 315","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0316","The payload shall inhibit release when power management behaviour case 316","Safety","MustShip","PWR-MGMT","Power Management","Mission","HIL","1","2","2","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0317","The system shall provide diagnostics & logging behaviour case 317","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0318","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 318","Interface","Nice","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","3","3","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0319","The interface shall exchange, without loss, ground control software behaviour case 319","Interface","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0320","The system shall provide flight control interface behaviour case 320","Functional","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","2","2","2","0","88","63","1","0","1","1","1","0","0","Stale - subsystem changed","18","88"
"REQ-0321","The payload shall inhibit release when structural interface behaviour case 321","Safety","MustShip","STRUCT-I","Structural Interface","Safety","HIL","1","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0322","The system shall provide structural interface behaviour case 322","Functional","Nice","STRUCT-I","Structural Interface","Safety","Integration","0","4","4","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0323","The system shall provide ground control software behaviour case 323","Functional","Nice","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0324","The system shall provide flight control interface behaviour case 324","Functional","MustShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","1","1","1","0","36","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0325","The subsystem shall complete, within budget, navigation & sensor fusion behaviour case 325","Performance","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0326","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 326","Interface","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","3","3","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0327","The system shall provide diagnostics & logging behaviour case 327","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0328","The subsystem shall complete, within budget, ground control software behaviour case 328","Performance","Nice","GND-CTRL","Ground Control Software","Support","HIL","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0329","The system shall provide power management behaviour case 329","Functional","ShouldShip","PWR-MGMT","Power Management","Mission","Integration","0","1","1","0","1","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0331","The system shall provide ground control software behaviour case 331","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0332","The payload shall inhibit release when navigation & sensor fusion behaviour case 332","Safety","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","HIL","1","4","4","3","1","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0333","The system shall provide navigation & sensor fusion behaviour case 333","Functional","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0334","The system shall provide diagnostics & logging behaviour case 334","Functional","MustShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0335","The system shall provide diagnostics & logging behaviour case 335","Functional","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","2","2","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0336","The payload shall inhibit release when payload release mechanism behaviour case 336","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","2","2","2","0","88","","1","1","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0337","The subsystem shall complete, within budget, flight control interface behaviour case 337","Performance","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","2","2","2","0","71","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0338","The system shall provide payload release mechanism behaviour case 338","Functional","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","2","2","2","0","88","67","1","0","1","1","1","0","0","Stale - subsystem changed","15","88"
"REQ-0339","The system shall provide command & telemetry link behaviour case 339","Functional","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","4","4","4","0","88","88","3","0","1","1","0","0","1","Current","0","88"
"REQ-0340","The system shall provide flight control interface behaviour case 340","Functional","MustShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","3","3","3","0","42","42","2","0","1","1","1","0","0","Stale - subsystem changed","27","88"
"REQ-0341","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 341","Interface","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0342","The subsystem shall complete, within budget, flight control interface behaviour case 342","Performance","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","2","2","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0343","The payload shall inhibit release when power management behaviour case 343","Safety","MustShip","PWR-MGMT","Power Management","Mission","HIL","1","3","3","3","0","88","88","1","1","1","1","0","0","1","Current","0","88"
"REQ-0344","The system shall provide ground control software behaviour case 344","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","4","4","4","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0345","The subsystem shall complete, within budget, payload release mechanism behaviour case 345","Performance","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","HIL","0","2","2","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0346","The system shall provide ground control software behaviour case 346","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0347","The system shall provide ground control software behaviour case 347","Functional","Nice","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0348","The system shall provide payload release mechanism behaviour case 348","Functional","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","1","1","1","0","64","64","0","0","1","1","1","0","0","Stale - subsystem changed","17","88"
"REQ-0349","The payload shall inhibit release when flight control interface behaviour case 349","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","4","4","4","0","88","34","1","2","1","1","1","0","0","Stale - subsystem changed","31","88"
"REQ-0350","The payload shall inhibit release when flight control interface behaviour case 350","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","1","1","1","0","30","30","0","0","1","1","1","0","0","Stale - subsystem changed","33","88"
"REQ-0351","The system shall provide ground control software behaviour case 351","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0352","The system shall provide navigation & sensor fusion behaviour case 352","Functional","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","2","2","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0353","The system shall provide flight control interface behaviour case 353","Functional","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","4","4","4","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0354","The system shall provide ground control software behaviour case 354","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0355","The interface shall exchange, without loss, diagnostics & logging behaviour case 355","Interface","ShouldShip","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","3","3","2","0","69","69","0","0","1","1","1","0","0","Stale - subsystem changed","2","88"
"REQ-0356","The payload shall inhibit release when structural interface behaviour case 356","Safety","MustShip","STRUCT-I","Structural Interface","Safety","HIL","1","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0357","The payload shall inhibit release when payload release mechanism behaviour case 357","Safety","MustShip","REL-MECH","Payload Release Mechanism","Safety","HIL","1","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0358","The subsystem shall complete, within budget, command & telemetry link behaviour case 358","Performance","Nice","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0359","The payload shall inhibit release when flight control interface behaviour case 359","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","4","4","4","0","88","54","3","1","1","1","1","0","0","Stale - subsystem changed","22","88"
"REQ-0360","The payload shall inhibit release when command & telemetry link behaviour case 360","Safety","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","1","3","3","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0361","The subsystem shall complete, within budget, payload release mechanism behaviour case 361","Performance","Nice","REL-MECH","Payload Release Mechanism","Safety","HIL","0","1","1","1","0","31","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0362","The subsystem shall complete, within budget, command & telemetry link behaviour case 362","Performance","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","1","1","0","0","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0363","The subsystem shall complete, within budget, flight control interface behaviour case 363","Performance","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","0","3","3","3","0","65","","3","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0365","The system shall record, for certification, payload release mechanism behaviour case 365","Regulatory","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","Field","1","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0366","The system shall provide ground control software behaviour case 366","Functional","Nice","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0367","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 367","Interface","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","2","2","2","0","88","54","1","0","1","1","1","0","0","Stale - subsystem changed","5","88"
"REQ-0368","The system shall record, for certification, flight control interface behaviour case 368","Regulatory","MustShip","FLT-CTRL","Flight Control Interface","Safety","Field","1","4","4","3","1","63","","3","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0369","The system shall provide flight control interface behaviour case 369","Functional","MustShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0370","The system shall provide command & telemetry link behaviour case 370","Functional","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0371","The interface shall exchange, without loss, command & telemetry link behaviour case 371","Interface","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","4","4","4","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0372","The payload shall inhibit release when flight control interface behaviour case 372","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","4","4","4","0","88","29","3","1","1","1","1","0","0","Stale - subsystem changed","33","88"
"REQ-0373","The system shall provide command & telemetry link behaviour case 373","Functional","ShouldShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0374","The interface shall exchange, without loss, navigation & sensor fusion behaviour case 374","Interface","ShouldShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","4","4","4","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0375","The interface shall exchange, without loss, flight control interface behaviour case 375","Interface","MustShip","FLT-CTRL","Flight Control Interface","Safety","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0376","The system shall record, for certification, payload release mechanism behaviour case 376","Regulatory","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","Field","1","2","2","2","0","71","44","1","0","1","1","1","0","0","Stale - subsystem changed","24","88"
"REQ-0377","The payload shall inhibit release when flight control interface behaviour case 377","Safety","ShouldShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","3","3","3","0","61","57","0","1","1","1","1","0","0","Stale - subsystem changed","22","88"
"REQ-0378","The payload shall inhibit release when power management behaviour case 378","Safety","MustShip","PWR-MGMT","Power Management","Mission","HIL","1","1","1","1","0","88","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0379","The system shall provide structural interface behaviour case 379","Functional","ShouldShip","STRUCT-I","Structural Interface","Safety","Integration","0","1","1","1","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0380","The subsystem shall complete, within budget, payload release mechanism behaviour case 380","Performance","ShouldShip","REL-MECH","Payload Release Mechanism","Safety","HIL","0","1","1","1","0","45","","1","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0382","The payload shall inhibit release when flight control interface behaviour case 382","Safety","MustShip","FLT-CTRL","Flight Control Interface","Safety","HIL","1","3","3","2","1","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0383","The system shall provide ground control software behaviour case 383","Functional","ShouldShip","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","2","0","88","30","1","0","1","1","1","1","0","Stale - requirement changed","11","88"
"REQ-0385","The subsystem shall complete, within budget, command & telemetry link behaviour case 385","Performance","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","4","4","4","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0386","The system shall provide navigation & sensor fusion behaviour case 386","Functional","Nice","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","3","3","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0387","The system shall provide navigation & sensor fusion behaviour case 387","Functional","Nice","NAV-SENS","Navigation & Sensor Fusion","Mission","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0388","The subsystem shall complete, within budget, diagnostics & logging behaviour case 388","Performance","MustShip","DIAG-LOG","Diagnostics & Logging","Support","HIL","0","2","2","2","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0389","The system shall provide ground control software behaviour case 389","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0390","The interface shall exchange, without loss, command & telemetry link behaviour case 390","Interface","MustShip","COMM-LNK","Command & Telemetry Link","Mission","Integration","0","3","3","3","0","88","88","1","0","1","1","0","0","1","Current","0","88"
"REQ-0391","The system shall provide power management behaviour case 391","Functional","MustShip","PWR-MGMT","Power Management","Mission","Integration","0","4","4","4","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0392","The system shall record, for certification, flight control interface behaviour case 392","Regulatory","MustShip","FLT-CTRL","Flight Control Interface","Safety","Field","1","2","2","2","0","88","","2","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0393","The system shall provide payload release mechanism behaviour case 393","Functional","Nice","REL-MECH","Payload Release Mechanism","Safety","Integration","0","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0394","The system shall record, for certification, navigation & sensor fusion behaviour case 394","Regulatory","MustShip","NAV-SENS","Navigation & Sensor Fusion","Mission","Field","1","3","3","3","0","88","","3","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0395","The subsystem shall complete, within budget, power management behaviour case 395","Performance","ShouldShip","PWR-MGMT","Power Management","Mission","HIL","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0396","The subsystem shall complete, within budget, payload release mechanism behaviour case 396","Performance","Nice","REL-MECH","Payload Release Mechanism","Safety","HIL","0","2","2","2","0","71","71","0","0","1","1","1","0","0","Stale - subsystem changed","12","88"
"REQ-0397","The system shall provide payload release mechanism behaviour case 397","Functional","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","1","1","1","0","34","34","0","0","1","1","1","1","0","Stale - requirement changed","28","88"
"REQ-0398","The subsystem shall complete, within budget, command & telemetry link behaviour case 398","Performance","MustShip","COMM-LNK","Command & Telemetry Link","Mission","HIL","0","1","1","0","1","","","0","0","0","0","0","0","0","No evidence","0","88"
"REQ-0399","The system shall provide diagnostics & logging behaviour case 399","Functional","Nice","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","4","4","4","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0400","The subsystem shall complete, within budget, power management behaviour case 400","Performance","Nice","PWR-MGMT","Power Management","Mission","HIL","0","3","3","3","0","88","88","2","0","1","1","0","0","1","Current","0","88"
"REQ-0401","The interface shall exchange, without loss, payload release mechanism behaviour case 401","Interface","MustShip","REL-MECH","Payload Release Mechanism","Safety","Integration","0","1","1","1","0","41","41","0","0","1","1","1","0","0","Stale - subsystem changed","25","88"
"REQ-0402","The system shall provide ground control software behaviour case 402","Functional","MustShip","GND-CTRL","Ground Control Software","Support","Integration","0","4","4","3","0","88","","3","0","1","0","0","0","0","Insufficient evidence","0","88"
"REQ-0403","The system shall provide diagnostics & logging behaviour case 403","Functional","Nice","DIAG-LOG","Diagnostics & Logging","Support","Integration","0","3","3","3","0","88","88","0","0","1","1","0","0","1","Current","0","88"
"REQ-0404","The system shall record, for certification, power management behaviour case 404","Regulatory","ShouldShip","PWR-MGMT","Power Management","Mission","Field","1","2","2","2","0","88","88","0","0","1","1","0","0","1","Current","0","88"
