"PONumber","PartNumber","PartName","Category","Criticality","QualifiedSupplierCount","QualificationMonths","IsSingleSource","VendorID","VendorName","Country","VendorTier","LumenRevenueSharePct","BuyerID","BuyerName","Team","OrderDate","PromisedDate","OrderYear","OrderYearMonth","OrderQty","UnitPrice","FreightAmount","ExpediteFee","IsExpedited","ExtendedPrice","LandedCost","AgreementNo","ContractedUnitPrice","AgreementsInForce","IsOnContract","PPVAmount","ContractedExtended","QtyReceived","QtyAccepted","QtyRejected","Receipts","IsReceived","AcceptanceRatePct","CostPerAcceptedUnit","RejectedValue","LastReceiptDate","DaysLate","IsOnTime"
"PO-004099","LOM-0060","Optical Coating Module 0060","Optical Coating","Standard","2","3","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-04","Johan Lindberg","Optics & Coatings","2024-12-31","2025-01-30","2024","2024-12","177","30.1342","117.67","0.00","0","5333.75","5451.42","PA-0000268","30.1342","1","1","0.00","5333.75","177","174","3","1","1","98.31","31.3300","90.40","2025-01-28","-2","1"
"PO-004100","LOM-0081","Photodetector Module 0081","Photodetector","Standard","2","3","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-02","Rafael Duarte","Optoelectronics","2024-12-31","2025-01-22","2024","2024-12","25","364.8332","143.09","0.00","0","9120.83","9263.92","PA-0000366","364.8332","1","1","0.00","9120.83","25","25","0","1","1","100.00","370.5568","0.00","2025-01-22","0","1"
"PO-004101","LOM-0087","Thermal Control Component 0087","Thermal Control","Commodity","2","0","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2024-12-31","2025-01-22","2024","2024-12","88","101.6256","203.44","0.00","0","8943.05","9146.49","PA-0000393","101.6256","1","1","0.00","8943.05","88","88","0","1","1","100.00","103.9374","0.00","2025-01-26","4","0"
"PO-004102","LOM-0097","Photodetector Module 0097","Photodetector","Standard","3","5","0","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-02","Rafael Duarte","Optoelectronics","2024-12-31","2025-02-03","2024","2024-12","115","532.7577","1155.42","0.00","0","61267.14","62422.56","","","0","0","","","115","115","0","1","1","100.00","542.8048","0.00","2025-02-01","-2","1"
"PO-004103","LOM-0098","Optical Fibre Component 0098","Optical Fibre","Commodity","3","1","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-03","Mei-Ling Chow","Optics & Coatings","2024-12-31","2025-01-17","2024","2024-12","708","40.1078","509.29","0.00","0","28396.32","28905.61","PA-X000005","41.5116","2","1","-993.89","29390.21","708","703","5","1","1","99.29","41.1175","200.54","2025-01-21","4","0"
"PO-004104","LOM-0116","Optical Coating Assy 0116","Optical Coating","Critical","2","9","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-04","Johan Lindberg","Optics & Coatings","2024-12-31","2025-02-16","2024","2024-12","223","48.0030","97.07","0.00","0","10704.67","10801.74","","","0","0","","","223","219","4","1","1","98.21","49.3230","192.01","2025-02-13","-3","1"
"PO-004105","LOM-0018","Optical Fibre Component 0018","Optical Fibre","Commodity","3","1","0","VEN-004","Spectra GmbH","United Kingdom","Strategic","1.51","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-01","2025-01-21","2025","2025-01","1056","35.6985","371.02","0.00","0","37697.62","38068.64","PA-0000082","35.6985","1","1","0.00","37697.62","1056","1048","8","1","1","99.24","36.3250","285.59","2025-01-21","0","1"
"PO-004106","LOM-0095","Thermal Control Component 0095","Thermal Control","Commodity","1","0","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-01","2025-01-22","2025","2025-01","82","180.0376","306.56","0.00","0","14763.08","15069.64","PA-0000432","180.0376","1","1","0.00","14763.08","82","81","1","1","1","98.78","186.0450","180.04","2025-01-27","5","0"
"PO-004107","LOM-0097","Photodetector Module 0097","Photodetector","Standard","3","5","0","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-01","2025-02-08","2025","2025-01","144","451.9661","938.13","0.00","0","65083.12","66021.25","PA-0000436","479.8686","1","1","-4017.96","69101.08","144","143","1","1","1","99.31","461.6871","451.97","2025-02-05","-3","1"
"PO-004108","LOM-0098","Optical Fibre Component 0098","Optical Fibre","Commodity","3","1","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-01","2025-01-19","2025","2025-01","828","40.1078","568.52","0.00","0","33209.26","33777.78","PA-X000005","41.5116","2","1","-1162.35","34371.60","828","825","3","1","1","99.64","40.9428","120.32","2025-01-29","10","0"
"PO-004109","LOM-0113","Photodetector Module 0113","Photodetector","Standard","2","3","0","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-02","Rafael Duarte","Optoelectronics","2025-01-01","2025-01-25","2025","2025-01","36","322.4162","86.15","0.00","0","11606.98","11693.13","PA-0000520","322.4162","1","1","0.00","11606.98","36","36","0","1","1","100.00","324.8093","0.00","2025-01-25","0","1"
"PO-004110","LOM-0017","Photodetector Module 0017","Photodetector","Standard","2","4","0","VEN-018","Northlight Industries","Germany","Approved","17.17","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-02","2025-02-01","2025","2025-01","87","440.0555","276.80","0.00","0","38284.83","38561.63","PA-0000076","440.0555","1","1","0.00","38284.83","87","86","1","1","1","98.85","448.3910","440.06","2025-02-09","8","0"
"PO-004111","LOM-0017","Photodetector Module 0017","Photodetector","Standard","2","4","0","VEN-018","Northlight Industries","Germany","Approved","17.17","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-02","2025-01-29","2025","2025-01","61","440.0555","203.84","0.00","0","26843.39","27047.23","PA-0000076","440.0555","1","1","0.00","26843.39","61","61","0","1","1","100.00","443.3971","0.00","2025-02-07","9","0"
"PO-004112","LOM-0023","Thermal Control Module 0023","Thermal Control","Standard","3","5","0","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-02","2025-02-02","2025","2025-01","92","249.1340","221.01","0.00","0","22920.33","23141.34","","","0","0","","","92","91","1","1","1","98.91","254.3004","249.13","2025-02-05","3","0"
"PO-004113","LOM-0026","Optical Fibre Module 0026","Optical Fibre","Standard","1","2","1","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-02","2025-02-06","2025","2025-01","1637","47.9144","581.74","0.00","0","78435.87","79017.61","PA-0000118","45.8505","1","1","3378.60","75057.27","1637","1628","9","1","1","99.45","48.5366","431.23","2025-02-14","8","0"
"PO-004114","LOM-0054","Fibre Connector Component 0054","Fibre Connector","Commodity","3","1","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-02","2025-01-21","2025","2025-01","471","26.5591","249.19","0.00","0","12509.34","12758.53","PA-0000239","26.5591","1","1","0.00","12509.34","471","465","6","1","1","98.73","27.4377","159.35","2025-01-18","-3","1"
"PO-004115","LOM-0067","Lens Assembly Assy 0067","Lens Assembly","Critical","1","6","1","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-02","2025-02-22","2025","2025-01","136","349.0732","407.83","0.00","0","47473.96","47881.79","PA-0000304","349.0732","1","1","0.00","47473.96","136","135","1","1","1","99.26","354.6799","349.07","2025-02-22","0","1"
"PO-004116","LOM-0140","Optical Coating Module 0140","Optical Coating","Standard","2","4","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-02","2025-01-24","2025","2025-01","63","72.3645","34.81","0.00","0","4558.96","4593.77","PA-0000645","72.3645","1","1","0.00","4558.96","63","61","2","1","1","96.83","75.3078","144.73","2025-01-21","-3","1"
"PO-004117","LOM-0051","Lens Assembly Assy 0051","Lens Assembly","Critical","1","6","1","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-03","2025-02-13","2025","2025-01","56","261.7053","105.27","0.00","0","14655.50","14760.77","PA-0000226","278.3192","1","1","-930.38","15585.88","56","55","1","1","1","98.21","268.3776","261.71","2025-02-10","-3","1"
"PO-004118","LOM-0134","Fibre Connector Assy 0134","Fibre Connector","Critical","1","7","1","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-03","2025-02-21","2025","2025-01","844","39.3648","436.68","0.00","0","33223.89","33660.57","PA-0000619","39.3648","1","1","0.00","33223.89","844","833","11","1","1","98.70","40.4088","433.01","2025-02-18","-3","1"
"PO-004119","LOM-0136","Laser Diode Assy 0136","Laser Diode","Critical","1","9","1","VEN-002","Photonica GmbH","Japan","Strategic","2.49","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-03","2025-02-18","2025","2025-01","100","543.5372","1381.51","0.00","0","54353.72","55735.23","","","0","0","","","100","99","1","1","1","99.00","562.9821","543.54","2025-02-22","4","0"
"PO-004120","LOM-0034","Optical Fibre Assy 0034","Optical Fibre","Critical","2","9","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-06","2025-02-16","2025","2025-01","886","46.7891","603.78","0.00","0","41455.14","42058.92","PA-0000151","46.7891","1","1","0.00","41455.14","886","882","4","1","1","99.55","47.6859","187.16","2025-02-14","-2","1"
"PO-004121","LOM-0038","Fibre Connector Component 0038","Fibre Connector","Commodity","3","1","0","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-06","2025-02-01","2025","2025-01","841","7.9857","82.88","0.00","0","6715.97","6798.85","PA-0000173","8.4832","1","1","-418.40","7134.37","841","834","7","1","1","99.17","8.1521","55.90","2025-01-28","-4","1"
"PO-004122","LOM-0046","Fibre Connector Module 0046","Fibre Connector","Standard","1","2","1","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-06","2025-02-11","2025","2025-01","871","24.7376","473.06","0.00","0","21546.45","22019.51","","","0","0","","","871","867","4","1","1","99.54","25.3974","98.95","2025-02-11","0","1"
"PO-004123","LOM-0071","Thermal Control Component 0071","Thermal Control","Commodity","3","1","0","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-06","2025-01-28","2025","2025-01","89","79.9447","83.49","0.00","0","7115.08","7198.57","PA-0000323","79.9447","1","1","0.00","7115.08","89","89","0","1","1","100.00","80.8828","0.00","2025-01-25","-3","1"
"PO-004124","LOM-0076","Optical Coating Module 0076","Optical Coating","Standard","2","3","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-06","2025-02-06","2025","2025-01","194","73.4121","89.21","0.00","0","14241.95","14331.16","PA-0000347","73.4121","1","1","0.00","14241.95","194","191","3","1","1","98.45","75.0322","220.24","2025-02-03","-3","1"
"PO-004125","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-06","2025-01-28","2025","2025-01","189","59.8305","137.41","0.00","0","11307.96","11445.37","PA-0000420","59.8305","1","1","0.00","11307.96","189","185","4","1","1","97.88","61.8669","239.32","2025-01-28","0","1"
"PO-004126","LOM-0094","Fibre Connector Module 0094","Fibre Connector","Standard","3","5","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-06","2025-01-28","2025","2025-01","179","25.5548","79.81","0.00","0","4574.31","4654.12","","","0","0","","","179","176","3","1","1","98.32","26.4439","76.66","2025-01-28","0","1"
"PO-004127","LOM-0111","Thermal Control Module 0111","Thermal Control","Standard","3","5","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-06","2025-01-28","2025","2025-01","22","232.5616","78.08","0.00","0","5116.36","5194.44","","","0","0","","","22","22","0","1","1","100.00","236.1107","0.00","2025-01-28","0","1"
"PO-004128","LOM-0118","Fibre Connector Component 0118","Fibre Connector","Commodity","2","0","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-06","2025-01-24","2025","2025-01","443","41.1708","298.67","0.00","0","18238.66","18537.33","PA-0000541","41.1708","1","1","0.00","18238.66","443","440","3","1","1","99.32","42.1303","123.51","2025-01-22","-2","1"
"PO-004129","LOM-0130","Optical Fibre Assy 0130","Optical Fibre","Critical","1","6","1","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-06","2025-02-12","2025","2025-01","494","41.6892","217.29","0.00","0","20594.46","20811.75","PA-0000603","41.6892","1","1","0.00","20594.46","494","488","6","1","1","98.79","42.6470","250.14","2025-02-22","10","0"
"PO-004130","LOM-0133","Precision Mount Module 0133","Precision Mount","Standard","2","3","0","VEN-018","Northlight Industries","Germany","Approved","17.17","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-06","2025-01-29","2025","2025-01","25","98.3306","52.34","0.00","0","2458.27","2510.61","PA-0000613","98.3306","1","1","0.00","2458.27","25","25","0","1","1","100.00","100.4242","0.00","2025-01-26","-3","1"
"PO-D00015","LOM-0094","Fibre Connector Module 0094","Fibre Connector","Standard","3","5","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-06","2025-01-28","2025","2025-01","179","25.5548","79.81","0.00","0","4574.31","4654.12","","","0","0","","","","","","0","0","","","0.00","","",""
"PO-004131","LOM-0002","Optical Fibre Component 0002","Optical Fibre","Commodity","3","1","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-07","2025-01-21","2025","2025-01","454","22.8827","110.13","0.00","0","10388.75","10498.88","PA-0000004","22.8827","1","1","0.00","10388.75","454","451","3","1","1","99.34","23.2791","68.65","2025-01-19","-2","1"
"PO-004132","LOM-0004","Optical Coating Module 0004","Optical Coating","Standard","2","2","0","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-07","2025-02-11","2025","2025-01","243","65.9347","336.72","0.00","0","16022.13","16358.85","PA-0000015","65.9347","1","1","0.00","16022.13","243","238","5","1","1","97.94","68.7347","329.67","2025-02-11","0","1"
"PO-004133","LOM-0044","Optical Coating Assy 0044","Optical Coating","Critical","3","11","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-07","2025-02-18","2025","2025-01","145","112.2823","264.98","0.00","0","16280.93","16545.91","","","0","0","","","145","143","2","1","1","98.62","115.7057","224.56","2025-02-15","-3","1"
"PO-004134","LOM-0054","Fibre Connector Component 0054","Fibre Connector","Commodity","3","1","0","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-07","2025-01-24","2025","2025-01","378","27.2647","195.35","0.00","0","10306.06","10501.41","","","0","0","","","378","375","3","1","1","99.21","28.0038","81.79","2025-01-30","6","0"
"PO-004135","LOM-0061","Precision Mount Module 0061","Precision Mount","Standard","1","2","1","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-07","2025-02-05","2025","2025-01","76","201.0861","367.07","0.00","0","15282.54","15649.61","PA-0000272","201.0861","1","1","0.00","15282.54","76","76","0","1","1","100.00","205.9160","0.00","2025-02-05","0","1"
"PO-004136","LOM-0081","Photodetector Module 0081","Photodetector","Standard","2","3","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-07","2025-02-01","2025","2025-01","47","364.5551","430.10","0.00","0","17134.09","17564.19","PA-0000369","364.5551","1","1","0.00","17134.09","47","46","1","1","1","97.87","381.8302","364.56","2025-01-29","-3","1"
"PO-004137","LOM-0090","Optical Fibre Component 0090","Optical Fibre","Commodity","3","1","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-07","2025-02-02","2025","2025-01","1688","20.9206","503.32","0.00","0","35313.97","35817.29","PA-0000406","20.9206","1","1","0.00","35313.97","1688","1680","8","1","1","99.53","21.3198","167.36","2025-02-01","-1","1"
"PO-004138","LOM-0119","Thermal Control Module 0119","Thermal Control","Standard","2","3","0","VEN-025","Lumitek Technologies","United States","Approved","14.26","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-07","2025-02-01","2025","2025-01","45","176.4013","75.09","0.00","0","7938.06","8013.15","","","0","0","","","45","45","0","1","1","100.00","178.0700","0.00","2025-02-07","6","0"
"PO-004139","LOM-0125","Precision Mount Component 0125","Precision Mount","Commodity","2","0","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-07","2025-02-04","2025","2025-01","139","217.5710","196.89","0.00","0","30242.37","30439.26","","","0","0","","","139","138","1","1","1","99.28","220.5743","217.57","2025-02-07","3","0"
"PO-004140","LOM-0010","Optical Fibre Module 0010","Optical Fibre","Standard","3","5","0","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-08","2025-02-10","2025","2025-01","1449","35.5949","434.18","0.00","0","51577.01","52011.19","PA-0000046","37.8592","1","1","-3280.97","54857.98","1449","1432","17","1","1","98.83","36.3207","605.11","2025-02-08","-2","1"
"PO-004141","LOM-0042","Optical Fibre Assy 0042","Optical Fibre","Critical","1","6","1","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-08","2025-02-16","2025","2025-01","612","58.0864","338.14","1085.48","1","35548.88","36972.50","PA-0000190","58.0864","1","1","0.00","35548.88","612","609","3","1","1","99.51","60.7102","174.26","2025-02-15","-1","1"
"PO-004142","LOM-0045","Precision Mount Module 0045","Precision Mount","Standard","2","3","0","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-08","2025-02-13","2025","2025-01","127","211.1463","642.89","0.00","0","26815.58","27458.47","PA-0000203","211.1463","1","1","0.00","26815.58","127","126","1","1","1","99.21","217.9244","211.15","2025-02-10","-3","1"
"PO-004143","LOM-0063","Thermal Control Component 0063","Thermal Control","Commodity","3","1","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-08","2025-02-06","2025","2025-01","143","234.8471","820.52","0.00","0","33583.14","34403.66","PA-0000284","234.8471","1","1","0.00","33583.14","143","142","1","1","1","99.30","242.2793","234.85","2025-02-05","-1","1"
"PO-004144","LOM-0071","Thermal Control Component 0071","Thermal Control","Commodity","3","1","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-08","2025-01-20","2025","2025-01","10","75.6260","12.96","0.00","0","756.26","769.22","PA-0000320","75.6260","1","1","0.00","756.26","10","10","0","1","1","100.00","76.9220","0.00","2025-01-21","1","0"
"PO-004145","LOM-0076","Optical Coating Module 0076","Optical Coating","Standard","2","3","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-08","2025-02-13","2025","2025-01","263","73.4121","267.80","0.00","0","19307.38","19575.18","PA-0000347","73.4121","1","1","0.00","19307.38","263","260","3","1","1","98.86","75.2892","220.24","2025-02-10","-3","1"
"PO-004146","LOM-0118","Fibre Connector Component 0118","Fibre Connector","Commodity","2","0","0","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-08","2025-02-06","2025","2025-01","982","39.8211","830.56","0.00","0","39104.32","39934.88","PA-0000544","39.8211","1","1","0.00","39104.32","982","971","11","1","1","98.88","41.1276","438.03","2025-02-07","1","0"
"PO-004147","LOM-0120","Laser Diode Component 0120","Laser Diode","Commodity","3","0","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-02","Rafael Duarte","Optoelectronics","2025-01-08","2025-01-29","2025","2025-01","86","977.2089","1136.38","0.00","0","84039.97","85176.35","PA-0000551","977.2089","1","1","0.00","84039.97","86","85","1","1","1","98.84","1002.0747","977.21","2025-01-27","-2","1"
"PO-004148","LOM-0135","Thermal Control Component 0135","Thermal Control","Commodity","3","1","0","VEN-011","Kestrel Optical GmbH","Switzerland","Preferred","3.73","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-08","2025-01-29","2025","2025-01","80","268.7421","444.15","0.00","0","21499.37","21943.52","PA-0000622","268.7421","1","1","0.00","21499.37","80","79","1","1","1","98.75","277.7661","268.74","2025-02-05","7","0"
"PO-004149","LOM-0139","Lens Assembly Assy 0139","Lens Assembly","Critical","2","10","0","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-08","2025-02-13","2025","2025-01","18","210.6999","22.96","0.00","0","3792.60","3815.56","PA-0000639","210.6999","1","1","0.00","3792.60","18","18","0","1","1","100.00","211.9755","0.00","2025-02-16","3","0"
"PO-004150","LOM-0007","Thermal Control Module 0007","Thermal Control","Standard","3","5","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-09","2025-02-16","2025","2025-01","149","165.0482","577.87","0.00","0","24592.18","25170.05","","","0","0","","","149","148","1","1","1","99.33","170.0679","165.05","2025-02-14","-2","1"
"PO-004151","LOM-0027","Lens Assembly Component 0027","Lens Assembly","Commodity","3","1","0","VEN-018","Northlight Industries","Germany","Approved","17.17","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-09","2025-01-21","2025","2025-01","11","276.6817","67.75","0.00","0","3043.50","3111.25","PA-0000123","260.8311","1","1","174.36","2869.14","11","11","0","1","1","100.00","282.8408","0.00","2025-01-21","0","1"
"PO-004152","LOM-0028","Optical Coating Module 0028","Optical Coating","Standard","3","5","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-09","2025-02-15","2025","2025-01","276","136.4109","925.39","0.00","0","37649.41","38574.80","PA-0000126","136.4109","1","1","0.00","37649.41","276","269","7","1","1","97.46","143.4007","954.88","2025-02-13","-2","1"
"PO-004153","LOM-0068","Optical Coating Module 0068","Optical Coating","Standard","2","2","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-09","2025-02-11","2025","2025-01","216","43.1228","125.49","0.00","0","9314.52","9440.01","PA-0000307","43.1228","1","1","0.00","9314.52","216","213","3","1","1","98.61","44.3193","129.37","2025-02-11","0","1"
"PO-004154","LOM-0080","Laser Diode Module 0080","Laser Diode","Standard","3","5","0","VEN-004","Spectra GmbH","United Kingdom","Strategic","1.51","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-09","2025-02-07","2025","2025-01","78","393.9574","713.74","0.00","0","30728.68","31442.42","","","0","0","","","78","70","8","1","1","89.74","449.1774","3151.66","2025-02-03","-4","1"
"PO-004155","LOM-0097","Photodetector Module 0097","Photodetector","Standard","3","5","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-02","Rafael Duarte","Optoelectronics","2025-01-09","2025-02-13","2025","2025-01","123","460.4138","343.40","0.00","0","56630.90","56974.30","PA-0000439","460.4138","1","1","0.00","56630.90","123","122","1","1","1","99.19","467.0024","460.41","2025-02-13","0","1"
"PO-004156","LOM-0109","Precision Mount Assy 0109","Precision Mount","Critical","1","7","1","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-09","2025-02-20","2025","2025-01","65","211.3581","149.41","0.00","0","13738.28","13887.69","PA-0000498","211.3581","1","1","0.00","13738.28","65","65","0","1","1","100.00","213.6567","0.00","2025-02-18","-2","1"
"PO-004157","LOM-0063","Thermal Control Component 0063","Thermal Control","Commodity","3","1","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-10","2025-01-29","2025","2025-01","69","233.1401","139.50","0.00","0","16086.67","16226.17","","","0","0","","","69","68","1","1","1","98.55","238.6201","233.14","2025-01-26","-3","1"
"PO-004158","LOM-0120","Laser Diode Component 0120","Laser Diode","Commodity","3","0","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-10","2025-01-28","2025","2025-01","59","977.2089","512.49","0.00","0","57655.33","58167.82","PA-0000551","977.2089","1","1","0.00","57655.33","59","58","1","1","1","98.31","1002.8934","977.21","2025-01-25","-3","1"
"PO-004159","LOM-0132","Optical Coating Assy 0132","Optical Coating","Critical","3","11","0","VEN-025","Lumitek Technologies","United States","Approved","14.26","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-10","2025-02-21","2025","2025-01","155","136.8672","362.08","0.00","0","21214.42","21576.50","PA-0000610","136.8672","1","1","0.00","21214.42","155","153","2","1","1","98.71","141.0228","273.73","2025-02-19","-2","1"
"PO-004160","LOM-0009","Photodetector Module 0009","Photodetector","Standard","3","5","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-02","Rafael Duarte","Optoelectronics","2025-01-13","2025-02-14","2025","2025-01","99","445.7427","479.44","0.00","0","44128.53","44607.97","PA-0000040","430.2559","1","1","1533.19","42595.33","99","98","1","1","1","98.99","455.1833","445.74","2025-02-20","6","0"
"PO-004161","LOM-0014","Fibre Connector Component 0014","Fibre Connector","Commodity","2","0","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-13","2025-01-31","2025","2025-01","438","11.6143","105.81","0.00","0","5087.06","5192.87","PA-0000061","11.6143","1","1","0.00","5087.06","438","434","4","1","1","99.09","11.9651","46.46","2025-01-31","0","1"
"PO-004162","LOM-0035","Lens Assembly Assy 0035","Lens Assembly","Critical","1","8","1","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-13","2025-02-28","2025","2025-01","97","137.8457","144.50","0.00","0","13371.03","13515.53","PA-0000156","137.8457","1","1","0.00","13371.03","97","96","1","1","1","98.97","140.7868","137.85","2025-02-24","-4","1"
"PO-004163","LOM-0087","Thermal Control Component 0087","Thermal Control","Commodity","2","0","0","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-13","2025-01-30","2025","2025-01","52","101.6256","120.46","0.00","0","5284.53","5404.99","PA-0000393","101.6256","1","1","0.00","5284.53","52","52","0","1","1","100.00","103.9421","0.00","2025-02-04","5","0"
